Random-Discrete.parameter, Random-Discrete.points, Random-Discrete_2.parameter, Random-Discrete_2.points
6, 6.50, 2, 21.50
6, 7.50, 2, 19.50
6, 7.50, 2, 21.00
6, 10.50, 2, 18.00
6, 7.00, 2, 23.50
6, 6.00, 2, 21.00
6, 8.00, 2, 18.50
6, 8.50, 2, 20.50
6, 9.50, 2, 17.00
6, 4.00, 2, 25.00
6, 11.50, 2, 17.50
6, 9.00, 2, 21.00
6, 9.00, 2, 18.00
6, 4.50, 2, 21.00
6, 9.00, 2, 19.50
6, 7.50, 2, 19.50
6, 9.00, 2, 19.50
6, 4.50, 2, 25.50
6, 8.00, 2, 21.50
6, 4.00, 2, 22.00
6, 9.50, 2, 20.00
6, 7.00, 2, 19.00
6, 6.50, 2, 21.50
6, 2.50, 2, 26.50
6, 9.00, 2, 18.00
6, 7.00, 2, 19.00
6, 9.50, 2, 20.00
6, 8.50, 2, 20.50
6, 8.50, 2, 20.50
6, 6.00, 2, 22.50
6, 5.50, 2, 22.00
6, 7.50, 2, 19.50
6, 9.50, 2, 18.50
6, 7.00, 2, 19.00
6, 7.50, 2, 19.50
6, 10.00, 2, 20.50
6, 7.00, 2, 22.00
6, 7.50, 2, 19.50
6, 6.00, 2, 22.50
6, 5.50, 2, 23.50
6, 7.00, 2, 23.50
6, 9.50, 2, 17.00
6, 13.00, 2, 14.50
6, 15.00, 2, 13.50
6, 6.00, 2, 24.00
6, 5.50, 2, 20.50
6, 6.50, 2, 21.50
6, 10.50, 2, 18.00
6, 4.50, 2, 22.50
6, 7.50, 2, 21.00
6, 5.00, 2, 21.50
6, 4.50, 2, 22.50
6, 8.50, 2, 22.00
6, 10.50, 2, 21.00
6, 8.50, 2, 22.00
6, 10.00, 2, 19.00
6, 5.00, 2, 23.00
6, 12.50, 2, 15.50
6, 5.50, 2, 23.50
6, 7.00, 2, 23.50
6, 7.50, 2, 21.00
6, 5.50, 2, 22.00
6, 12.00, 2, 15.00
6, 6.00, 2, 21.00
6, 5.50, 2, 22.00
6, 8.50, 2, 20.50
6, 8.50, 2, 19.00
6, 7.00, 2, 20.50
6, 12.00, 2, 16.50
6, 11.00, 2, 15.50
6, 9.50, 2, 20.00
6, 10.00, 2, 16.00
6, 5.50, 2, 23.50
6, 8.50, 2, 20.50
6, 10.50, 2, 21.00
6, 10.50, 2, 19.50
6, 9.00, 2, 19.50
6, 7.00, 2, 20.50
6, 6.00, 2, 24.00
6, 11.00, 2, 20.00
6, 12.50, 2, 15.50
6, 8.00, 2, 21.50
6, 8.50, 2, 17.50
6, 9.50, 2, 21.50
6, 6.50, 2, 23.00
6, 11.00, 2, 15.50
7, 4.50, 2, 22.50
7, 5.00, 2, 24.50
7, 8.00, 2, 18.50
7, 7.50, 2, 21.00
7, 6.50, 2, 21.50
7, 7.50, 2, 21.00
7, 8.00, 2, 21.50
7, 4.50, 2, 24.00
7, 8.50, 2, 23.50
7, 6.00, 2, 24.00
7, 10.00, 2, 17.50
7, 7.00, 2, 22.00
7, 6.00, 2, 21.00
7, 7.00, 2, 19.00
7, 6.50, 2, 20.00
7, 4.50, 2, 24.00
7, 11.00, 2, 18.50
7, 6.00, 2, 22.50
7, 11.00, 2, 14.00
7, 10.50, 2, 21.00
7, 3.00, 2, 24.00
7, 5.50, 2, 23.50
7, 8.50, 2, 22.00
7, 7.50, 2, 22.50
7, 5.50, 2, 22.00
7, 6.50, 2, 23.00
7, 9.50, 2, 18.50
7, 6.50, 2, 21.50
7, 9.00, 2, 19.50
7, 8.50, 2, 23.50
7, 5.50, 2, 25.00
7, 7.50, 2, 21.00
7, 4.50, 2, 25.50
7, 6.00, 2, 24.00
7, 4.50, 2, 24.00
7, 5.00, 2, 26.00
7, 5.00, 2, 24.50
7, 4.00, 2, 25.00
7, 4.50, 2, 25.50
7, 4.50, 2, 27.00
7, 11.50, 2, 17.50
7, 5.50, 2, 25.00
7, 8.00, 2, 20.00
7, 4.00, 2, 23.50
7, 12.50, 2, 18.50
7, 8.00, 2, 21.50
7, 5.50, 2, 22.00
7, 6.50, 2, 23.00
7, 6.50, 2, 21.50
7, 7.00, 2, 22.00
7, 7.50, 2, 21.00
7, 5.00, 2, 24.50
7, 9.50, 2, 18.50
7, 5.00, 2, 23.00
7, 3.00, 2, 25.50
7, 8.50, 2, 20.50
7, 6.50, 2, 24.50
7, 6.00, 2, 22.50
7, 4.50, 2, 24.00
7, 9.50, 2, 20.00
7, 6.00, 2, 24.00
7, 7.50, 2, 21.00
7, 4.00, 2, 25.00
7, 6.00, 2, 21.00
7, 7.50, 2, 22.50
7, 8.50, 2, 20.50
7, 5.50, 2, 22.00
7, 10.50, 2, 21.00
7, 8.00, 2, 23.00
7, 7.50, 2, 21.00
7, 6.00, 2, 24.00
7, 7.50, 2, 22.50
7, 5.00, 2, 23.00
7, 6.00, 2, 24.00
7, 8.50, 2, 22.00
7, 7.00, 2, 20.50
7, 6.00, 2, 21.00
7, 5.50, 2, 22.00
7, 8.50, 2, 20.50
7, 4.50, 2, 24.00
7, 6.00, 2, 21.00
7, 6.50, 2, 21.50
7, 4.00, 2, 26.50
7, 10.00, 2, 19.00
7, 6.50, 2, 23.00
7, 7.50, 2, 22.50
7, 6.00, 2, 22.50
7, 10.00, 2, 17.50
7, 5.50, 2, 23.50
7, 7.50, 2, 21.00
7, 10.50, 2, 18.00
7, 9.00, 2, 19.50
7, 6.00, 2, 25.50
7, 9.50, 2, 21.50
7, 8.00, 2, 23.00
7, 9.50, 2, 20.00
7, 7.50, 2, 21.00
7, 10.00, 2, 19.00
7, 10.00, 2, 20.50
7, 8.00, 2, 20.00
8, 7.00, 2, 22.00
8, 11.50, 2, 16.00
8, 6.50, 2, 23.00
8, 4.50, 2, 25.50
8, 7.00, 2, 23.50
8, 6.50, 2, 24.50
8, 5.00, 2, 26.00
8, 6.50, 2, 23.00
8, 6.00, 2, 25.50
8, 6.50, 2, 23.00
8, 3.00, 2, 25.50
8, 8.00, 2, 23.00
8, 9.50, 2, 21.50
8, 1.50, 2, 28.50
8, 11.50, 2, 20.50
8, 4.00, 2, 26.50
8, 4.50, 2, 25.50
8, 11.00, 2, 21.50
8, 4.50, 2, 24.00
8, 7.00, 2, 25.00
8, 6.00, 2, 25.50
8, 9.50, 2, 21.50
8, 6.50, 2, 24.50
8, 6.00, 2, 25.50
8, 4.00, 2, 25.00
8, 9.00, 2, 21.00
8, 3.50, 2, 27.50
8, 7.50, 2, 22.50
8, 5.50, 2, 22.00
8, 4.50, 2, 25.50
8, 10.00, 2, 20.50
8, 8.00, 2, 21.50
8, 7.00, 2, 22.00
8, 7.50, 2, 22.50
8, 3.50, 2, 24.50
8, 7.00, 2, 25.00
8, 10.00, 2, 20.50
8, 5.50, 2, 25.00
8, 4.50, 2, 24.00
8, 3.00, 2, 24.00
8, 5.50, 2, 23.50
8, 6.00, 2, 25.50
8, 6.50, 2, 23.00
8, 2.00, 2, 27.50
8, 5.50, 2, 23.50
8, 5.50, 2, 23.50
8, 4.00, 2, 26.50
8, 4.50, 2, 25.50
8, 7.00, 2, 22.00
8, 8.50, 2, 22.00
8, 6.00, 2, 24.00
8, 7.00, 2, 23.50
8, 5.00, 2, 26.00
8, 3.00, 2, 27.00
8, 6.00, 2, 22.50
8, 5.50, 2, 25.00
8, 4.50, 2, 25.50
8, 6.50, 2, 23.00
8, 4.50, 2, 22.50
8, 4.00, 2, 25.00
8, 8.50, 2, 22.00
8, 5.50, 2, 23.50
8, 4.00, 2, 23.50
8, 6.00, 2, 25.50
8, 3.00, 2, 25.50
8, 8.00, 2, 23.00
8, 4.00, 2, 25.00
8, 3.00, 2, 25.50
8, 6.50, 2, 21.50
8, 8.00, 2, 21.50
8, 6.00, 2, 24.00
8, 9.50, 2, 21.50
8, 4.50, 2, 25.50
8, 3.50, 2, 26.00
8, 8.00, 2, 20.00
8, 7.00, 2, 22.00
8, 6.00, 2, 24.00
8, 4.00, 2, 26.50
8, 4.50, 2, 24.00
8, 5.00, 2, 24.50
8, 6.50, 2, 23.00
8, 4.00, 2, 25.00
8, 6.00, 2, 22.50
8, 6.00, 2, 25.50
8, 2.50, 2, 26.50
8, 9.00, 2, 22.50
8, 6.00, 2, 25.50
8, 4.50, 2, 25.50
8, 6.50, 2, 24.50
8, 0.50, 2, 29.00
8, 4.00, 2, 25.00
8, 6.50, 2, 24.50
8, 6.00, 2, 21.00
8, 4.00, 2, 28.00
8, 3.50, 2, 26.00
8, 5.50, 2, 26.50
8, 5.00, 2, 26.00
8, 6.00, 2, 22.50
8, 5.50, 2, 23.50
8, 9.50, 2, 21.50
9, 3.50, 2, 27.50
9, 4.00, 2, 26.50
9, 3.50, 2, 27.50
9, 4.50, 2, 27.00
9, 3.50, 2, 27.50
9, 9.00, 2, 22.50
9, 4.50, 2, 27.00
9, 1.00, 2, 28.00
9, 7.50, 2, 24.00
9, 6.50, 2, 26.00
9, 3.00, 2, 27.00
9, 8.50, 2, 23.50
9, 4.00, 2, 26.50
9, 1.50, 2, 28.50
9, 6.50, 2, 26.00
9, 2.00, 2, 27.50
9, 2.00, 2, 29.00
9, 1.50, 2, 28.50
9, 4.00, 2, 25.00
9, 4.50, 2, 27.00
9, 5.00, 2, 24.50
9, 3.00, 2, 28.50
9, 9.00, 2, 24.00
9, 5.50, 2, 26.50
9, 4.00, 2, 26.50
9, 5.00, 2, 26.00
9, 3.00, 2, 28.50
9, 2.50, 2, 28.00
9, 6.50, 2, 24.50
9, 3.50, 2, 27.50
9, 7.50, 2, 24.00
9, 5.00, 2, 24.50
9, 6.00, 2, 27.00
9, 5.50, 2, 23.50
9, 8.00, 2, 26.00
9, 2.00, 2, 27.50
9, 4.00, 2, 28.00
9, 2.00, 2, 29.00
9, 3.00, 2, 27.00
9, 4.00, 2, 26.50
9, 6.50, 2, 26.00
9, 4.00, 2, 26.50
9, 5.50, 2, 25.00
9, 6.00, 2, 25.50
9, 4.50, 2, 25.50
9, 6.50, 2, 24.50
9, 4.50, 2, 25.50
9, 5.00, 2, 26.00
9, 6.50, 2, 24.50
9, 2.50, 2, 26.50
9, 4.50, 2, 27.00
9, 7.50, 2, 22.50
9, 3.50, 2, 26.00
9, 5.50, 2, 26.50
9, 4.50, 2, 27.00
9, 3.00, 2, 27.00
9, 3.00, 2, 27.00
9, 4.50, 2, 27.00
9, 5.00, 2, 24.50
9, 6.50, 2, 24.50
9, 6.00, 2, 25.50
9, 8.50, 2, 23.50
9, 8.50, 2, 22.00
9, 3.00, 2, 28.50
9, 1.50, 2, 28.50
9, 5.50, 2, 25.00
9, 5.00, 2, 26.00
9, 6.00, 2, 25.50
9, 3.50, 2, 27.50
9, 4.50, 2, 25.50
9, 3.50, 2, 26.00
9, 4.00, 2, 28.00
9, 6.00, 2, 25.50
9, 3.50, 2, 27.50
9, 4.00, 2, 26.50
9, 5.50, 2, 25.00
9, 4.00, 2, 28.00
9, 5.00, 2, 27.50
9, 4.50, 2, 25.50
9, 3.50, 2, 26.00
9, 6.00, 2, 25.50
9, 6.00, 2, 24.00
9, 7.00, 2, 25.00
9, 3.50, 2, 27.50
9, 3.50, 2, 27.50
9, 5.00, 2, 24.50
9, 6.00, 2, 25.50
9, 10.00, 2, 22.00
9, 5.00, 2, 24.50
9, 4.00, 2, 28.00
9, 4.00, 2, 25.00
9, 4.50, 2, 25.50
9, 6.00, 2, 27.00
9, 2.50, 2, 26.50
9, 5.00, 2, 26.00
9, 2.50, 2, 28.00
9, 5.00, 2, 26.00
9, 2.00, 2, 27.50
9, 4.00, 2, 26.50
9, 5.00, 2, 27.50
10, 4.00, 2, 28.00
10, 6.00, 2, 27.00
10, 5.00, 2, 27.50
10, 2.00, 2, 29.00
10, 4.00, 2, 28.00
10, 1.00, 2, 29.50
10, 2.00, 2, 29.00
10, 4.00, 2, 28.00
10, 3.00, 2, 28.50
10, 5.00, 2, 27.50
10, 4.00, 2, 28.00
10, 4.00, 2, 28.00
10, 2.00, 2, 29.00
10, 6.00, 2, 27.00
10, 2.00, 2, 29.00
10, 3.00, 2, 28.50
10, 8.00, 2, 26.00
10, 3.00, 2, 28.50
10, 2.00, 2, 29.00
10, 4.00, 2, 28.00
10, 5.00, 2, 27.50
10, 5.00, 2, 27.50
10, 4.00, 2, 28.00
10, 4.00, 2, 28.00
10, 8.00, 2, 26.00
10, 2.00, 2, 29.00
10, 0.00, 2, 30.00
10, 3.00, 2, 28.50
10, 3.00, 2, 28.50
10, 4.00, 2, 28.00
10, 2.00, 2, 29.00
10, 4.00, 2, 28.00
10, 3.00, 2, 28.50
10, 4.00, 2, 28.00
10, 2.00, 2, 29.00
10, 1.00, 2, 29.50
10, 2.00, 2, 29.00
10, 5.00, 2, 27.50
10, 3.00, 2, 28.50
10, 3.00, 2, 28.50
10, 3.00, 2, 28.50
10, 6.00, 2, 27.00
10, 7.00, 2, 26.50
10, 5.00, 2, 27.50
10, 3.00, 2, 28.50
10, 5.00, 2, 27.50
10, 3.00, 2, 28.50
10, 6.00, 2, 27.00
10, 4.00, 2, 28.00
10, 4.00, 2, 28.00
10, 5.00, 2, 27.50
10, 6.00, 2, 27.00
10, 4.00, 2, 28.00
10, 3.00, 2, 28.50
10, 4.00, 2, 28.00
10, 2.00, 2, 29.00
10, 8.00, 2, 26.00
10, 3.00, 2, 28.50
10, 4.00, 2, 28.00
10, 2.00, 2, 29.00
10, 5.00, 2, 27.50
10, 5.00, 2, 27.50
10, 5.00, 2, 27.50
10, 4.00, 2, 28.00
10, 4.00, 2, 28.00
10, 5.00, 2, 27.50
10, 5.00, 2, 27.50
10, 3.00, 2, 28.50
10, 8.00, 2, 26.00
10, 3.00, 2, 28.50
10, 5.00, 2, 27.50
10, 6.00, 2, 27.00
10, 4.00, 2, 28.00
10, 1.00, 2, 29.50
10, 5.00, 2, 27.50
10, 3.00, 2, 28.50
10, 5.00, 2, 27.50
10, 7.00, 2, 26.50
10, 3.00, 2, 28.50
10, 7.00, 2, 26.50
10, 3.00, 2, 28.50
10, 0.00, 2, 30.00
10, 6.00, 2, 27.00
10, 2.00, 2, 29.00
10, 5.00, 2, 27.50
10, 4.00, 2, 28.00
10, 4.00, 2, 28.00
10, 2.00, 2, 29.00
10, 3.00, 2, 28.50
10, 7.00, 2, 26.50
10, 4.00, 2, 28.00
10, 4.00, 2, 28.00
10, 5.00, 2, 27.50
10, 2.00, 2, 29.00
10, 5.00, 2, 27.50
10, 5.00, 2, 27.50
10, 1.00, 2, 29.50
10, 6.00, 2, 27.00
10, 3.00, 2, 28.50
10, 4.00, 2, 28.00
0, 14.00, 3, 8.00
0, 16.00, 3, 7.00
0, 20.00, 3, 5.00
0, 15.00, 3, 7.50
0, 14.00, 3, 8.00
0, 18.00, 3, 6.00
0, 16.00, 3, 7.00
0, 15.00, 3, 7.50
0, 15.00, 3, 7.50
0, 17.00, 3, 6.50
0, 15.00, 3, 7.50
0, 13.00, 3, 8.50
0, 16.00, 3, 7.00
0, 21.00, 3, 4.50
0, 19.00, 3, 5.50
0, 15.00, 3, 7.50
0, 17.00, 3, 6.50
0, 17.00, 3, 6.50
0, 14.00, 3, 8.00
0, 18.00, 3, 6.00
0, 16.00, 3, 7.00
0, 17.00, 3, 6.50
0, 18.00, 3, 6.00
0, 17.00, 3, 6.50
0, 17.00, 3, 6.50
0, 15.00, 3, 7.50
0, 16.00, 3, 7.00
0, 17.00, 3, 6.50
0, 16.00, 3, 7.00
0, 20.00, 3, 5.00
0, 18.00, 3, 6.00
0, 18.00, 3, 6.00
0, 16.00, 3, 7.00
0, 17.00, 3, 6.50
0, 20.00, 3, 5.00
0, 18.00, 3, 6.00
0, 15.00, 3, 7.50
0, 16.00, 3, 7.00
0, 14.00, 3, 8.00
0, 16.00, 3, 7.00
0, 18.00, 3, 6.00
0, 14.00, 3, 8.00
0, 16.00, 3, 7.00
0, 18.00, 3, 6.00
0, 21.00, 3, 4.50
0, 18.00, 3, 6.00
0, 16.00, 3, 7.00
0, 20.00, 3, 5.00
0, 18.00, 3, 6.00
0, 13.00, 3, 8.50
0, 15.00, 3, 7.50
0, 17.00, 3, 6.50
0, 15.00, 3, 7.50
0, 15.00, 3, 7.50
0, 13.00, 3, 8.50
0, 15.00, 3, 7.50
0, 15.00, 3, 7.50
0, 15.00, 3, 7.50
0, 17.00, 3, 6.50
0, 16.00, 3, 7.00
0, 16.00, 3, 7.00
0, 16.00, 3, 7.00
0, 17.00, 3, 6.50
0, 18.00, 3, 6.00
0, 16.00, 3, 7.00
0, 15.00, 3, 7.50
0, 17.00, 3, 6.50
0, 16.00, 3, 7.00
0, 14.00, 3, 8.00
0, 13.00, 3, 8.50
0, 16.00, 3, 7.00
0, 17.00, 3, 6.50
0, 18.00, 3, 6.00
0, 17.00, 3, 6.50
0, 19.00, 3, 5.50
0, 15.00, 3, 7.50
0, 14.00, 3, 8.00
0, 16.00, 3, 7.00
0, 17.00, 3, 6.50
0, 18.00, 3, 6.00
0, 18.00, 3, 6.00
0, 14.00, 3, 8.00
0, 16.00, 3, 7.00
0, 13.00, 3, 8.50
0, 17.00, 3, 6.50
0, 13.00, 3, 8.50
0, 17.00, 3, 6.50
0, 16.00, 3, 7.00
0, 18.00, 3, 6.00
0, 18.00, 3, 6.00
0, 17.00, 3, 6.50
0, 15.00, 3, 7.50
0, 14.00, 3, 8.00
0, 19.00, 3, 5.50
0, 20.00, 3, 5.00
0, 17.00, 3, 6.50
0, 18.00, 3, 6.00
0, 18.00, 3, 6.00
0, 20.00, 3, 5.00
0, 12.00, 3, 9.00
1, 13.50, 3, 10.50
1, 13.50, 3, 9.00
1, 16.00, 3, 8.50
1, 15.00, 3, 7.50
1, 13.50, 3, 9.00
1, 14.00, 3, 9.50
1, 15.00, 3, 10.50
1, 14.50, 3, 8.50
1, 15.50, 3, 8.00
1, 13.00, 3, 8.50
1, 14.50, 3, 8.50
1, 16.50, 3, 7.50
1, 13.50, 3, 10.50
1, 17.50, 3, 8.50
1, 17.00, 3, 6.50
1, 13.50, 3, 9.00
1, 13.00, 3, 10.00
1, 14.50, 3, 8.50
1, 14.50, 3, 8.50
1, 18.50, 3, 6.50
1, 14.50, 3, 10.00
1, 14.00, 3, 9.50
1, 14.50, 3, 8.50
1, 16.50, 3, 9.00
1, 16.00, 3, 8.50
1, 15.00, 3, 7.50
1, 11.50, 3, 13.00
1, 15.50, 3, 8.00
1, 17.50, 3, 7.00
1, 11.50, 3, 11.50
1, 11.50, 3, 10.00
1, 14.00, 3, 9.50
1, 14.50, 3, 10.00
1, 12.50, 3, 9.50
1, 14.50, 3, 10.00
1, 14.50, 3, 10.00
1, 13.50, 3, 9.00
1, 18.50, 3, 8.00
1, 18.00, 3, 6.00
1, 12.50, 3, 11.00
1, 12.00, 3, 10.50
1, 12.50, 3, 9.50
1, 15.50, 3, 9.50
1, 14.50, 3, 8.50
1, 13.50, 3, 9.00
1, 16.00, 3, 8.50
1, 16.00, 3, 8.50
1, 15.00, 3, 9.00
1, 11.00, 3, 12.50
1, 17.50, 3, 10.00
1, 15.00, 3, 9.00
1, 16.00, 3, 10.00
1, 16.50, 3, 7.50
1, 14.00, 3, 8.00
1, 18.50, 3, 6.50
1, 11.00, 3, 12.50
1, 11.50, 3, 11.50
1, 11.00, 3, 12.50
1, 13.50, 3, 10.50
1, 12.00, 3, 9.00
1, 20.00, 3, 6.50
1, 15.50, 3, 9.50
1, 16.00, 3, 8.50
1, 14.00, 3, 9.50
1, 15.50, 3, 8.00
1, 13.50, 3, 10.50
1, 17.50, 3, 7.00
1, 16.00, 3, 8.50
1, 16.50, 3, 9.00
1, 17.00, 3, 8.00
1, 15.00, 3, 9.00
1, 11.50, 3, 11.50
1, 21.00, 3, 4.50
1, 13.50, 3, 9.00
1, 14.00, 3, 9.50
1, 14.00, 3, 9.50
1, 14.00, 3, 9.50
1, 16.50, 3, 7.50
1, 15.00, 3, 9.00
1, 13.00, 3, 10.00
1, 16.50, 3, 9.00
1, 14.00, 3, 9.50
1, 14.00, 3, 9.50
1, 16.00, 3, 8.50
1, 14.00, 3, 8.00
1, 14.50, 3, 8.50
1, 16.00, 3, 8.50
1, 14.00, 3, 11.00
1, 14.00, 3, 9.50
1, 14.50, 3, 8.50
1, 17.50, 3, 8.50
1, 15.00, 3, 9.00
1, 15.50, 3, 9.50
1, 13.00, 3, 10.00
1, 16.00, 3, 10.00
1, 14.00, 3, 9.50
1, 13.50, 3, 9.00
1, 15.50, 3, 9.50
1, 17.00, 3, 8.00
1, 13.50, 3, 10.50
2, 13.50, 3, 10.50
2, 15.00, 3, 9.00
2, 11.00, 3, 14.00
2, 13.50, 3, 13.50
2, 16.00, 3, 10.00
2, 13.00, 3, 11.50
2, 14.00, 3, 12.50
2, 14.00, 3, 12.50
2, 12.50, 3, 12.50
2, 15.00, 3, 12.00
2, 12.50, 3, 11.00
2, 13.00, 3, 13.00
2, 15.00, 3, 9.00
2, 14.00, 3, 11.00
2, 12.50, 3, 12.50
2, 15.00, 3, 7.50
2, 10.00, 3, 16.00
2, 15.50, 3, 9.50
2, 15.00, 3, 10.50
2, 12.50, 3, 14.00
2, 16.50, 3, 9.00
2, 14.50, 3, 10.00
2, 13.50, 3, 10.50
2, 14.00, 3, 12.50
2, 18.00, 3, 7.50
2, 12.50, 3, 12.50
2, 12.00, 3, 13.50
2, 12.50, 3, 12.50
2, 15.50, 3, 9.50
2, 15.50, 3, 8.00
2, 17.50, 3, 7.00
2, 14.00, 3, 11.00
2, 14.50, 3, 11.50
2, 15.50, 3, 11.00
2, 14.00, 3, 9.50
2, 12.00, 3, 15.00
2, 15.00, 3, 12.00
2, 15.50, 3, 9.50
2, 14.50, 3, 10.00
2, 15.50, 3, 12.50
2, 12.00, 3, 13.50
2, 13.00, 3, 13.00
2, 14.00, 3, 9.50
2, 12.00, 3, 13.50
2, 13.50, 3, 10.50
2, 14.00, 3, 9.50
2, 12.00, 3, 12.00
2, 15.00, 3, 9.00
2, 13.00, 3, 11.50
2, 14.00, 3, 9.50
2, 14.00, 3, 9.50
2, 12.50, 3, 12.50
2, 16.50, 3, 9.00
2, 11.00, 3, 14.00
2, 18.50, 3, 9.50
2, 15.50, 3, 8.00
2, 13.00, 3, 13.00
2, 12.00, 3, 15.00
2, 13.00, 3, 11.50
2, 13.00, 3, 11.50
2, 10.00, 3, 13.00
2, 14.50, 3, 11.50
2, 14.00, 3, 11.00
2, 13.50, 3, 10.50
2, 11.00, 3, 14.00
2, 13.00, 3, 10.00
2, 14.50, 3, 10.00
2, 15.50, 3, 11.00
2, 10.50, 3, 13.50
2, 15.00, 3, 10.50
2, 13.50, 3, 13.50
2, 15.00, 3, 9.00
2, 12.00, 3, 12.00
2, 12.50, 3, 12.50
2, 10.00, 3, 14.50
2, 14.50, 3, 8.50
2, 15.50, 3, 11.00
2, 16.00, 3, 10.00
2, 13.50, 3, 10.50
2, 15.50, 3, 8.00
2, 15.00, 3, 9.00
2, 15.50, 3, 12.50
2, 10.00, 3, 14.50
2, 13.00, 3, 11.50
2, 13.00, 3, 11.50
2, 15.50, 3, 9.50
2, 14.50, 3, 11.50
2, 16.00, 3, 10.00
2, 10.50, 3, 12.00
2, 12.50, 3, 11.00
2, 11.00, 3, 12.50
2, 16.50, 3, 9.00
2, 15.50, 3, 8.00
2, 11.50, 3, 13.00
2, 16.00, 3, 10.00
2, 16.50, 3, 10.50
2, 12.00, 3, 12.00
2, 16.50, 3, 9.00
2, 15.50, 3, 11.00
2, 14.00, 3, 11.00
3, 10.50, 3, 15.00
3, 13.50, 3, 13.50
3, 9.00, 3, 16.50
3, 11.50, 3, 14.50
3, 13.00, 3, 11.50
3, 12.50, 3, 12.50
3, 12.50, 3, 14.00
3, 12.00, 3, 13.50
3, 10.50, 3, 16.50
3, 13.50, 3, 12.00
3, 16.50, 3, 12.00
3, 11.00, 3, 14.00
3, 9.50, 3, 17.00
3, 9.50, 3, 15.50
3, 13.50, 3, 12.00
3, 13.50, 3, 10.50
3, 11.50, 3, 16.00
3, 12.00, 3, 16.50
3, 10.50, 3, 13.50
3, 14.50, 3, 11.50
3, 15.50, 3, 11.00
3, 15.50, 3, 12.50
3, 13.00, 3, 13.00
3, 13.50, 3, 13.50
3, 13.50, 3, 12.00
3, 12.00, 3, 15.00
3, 11.00, 3, 14.00
3, 11.00, 3, 15.50
3, 13.00, 3, 13.00
3, 15.50, 3, 11.00
3, 12.00, 3, 12.00
3, 13.50, 3, 12.00
3, 11.00, 3, 12.50
3, 12.50, 3, 12.50
3, 13.50, 3, 12.00
3, 12.00, 3, 15.00
3, 14.00, 3, 11.00
3, 11.00, 3, 12.50
3, 10.50, 3, 15.00
3, 13.50, 3, 13.50
3, 13.50, 3, 13.50
3, 12.50, 3, 14.00
3, 12.00, 3, 15.00
3, 11.00, 3, 14.00
3, 15.00, 3, 10.50
3, 12.00, 3, 13.50
3, 9.00, 3, 16.50
3, 14.50, 3, 11.50
3, 14.00, 3, 9.50
3, 9.50, 3, 14.00
3, 13.00, 3, 13.00
3, 11.50, 3, 13.00
3, 11.00, 3, 14.00
3, 14.50, 3, 10.00
3, 13.00, 3, 14.50
3, 17.50, 3, 8.50
3, 14.50, 3, 11.50
3, 11.50, 3, 13.00
3, 15.50, 3, 12.50
3, 15.50, 3, 14.00
3, 9.00, 3, 16.50
3, 17.50, 3, 8.50
3, 13.50, 3, 12.00
3, 7.50, 3, 18.00
3, 12.50, 3, 15.50
3, 13.00, 3, 11.50
3, 15.50, 3, 11.00
3, 13.00, 3, 14.50
3, 13.00, 3, 14.50
3, 15.50, 3, 11.00
3, 13.00, 3, 11.50
3, 12.50, 3, 14.00
3, 11.50, 3, 14.50
3, 15.00, 3, 10.50
3, 12.50, 3, 11.00
3, 15.00, 3, 9.00
3, 14.00, 3, 11.00
3, 14.50, 3, 10.00
3, 12.00, 3, 13.50
3, 12.50, 3, 14.00
3, 7.50, 3, 19.50
3, 15.00, 3, 9.00
3, 18.50, 3, 11.00
3, 11.50, 3, 11.50
3, 15.00, 3, 10.50
3, 13.50, 3, 12.00
3, 12.00, 3, 12.00
3, 12.50, 3, 12.50
3, 14.00, 3, 11.00
3, 16.50, 3, 10.50
3, 16.00, 3, 10.00
3, 12.50, 3, 12.50
3, 16.50, 3, 10.50
3, 14.00, 3, 14.00
3, 12.00, 3, 13.50
3, 14.50, 3, 11.50
3, 14.50, 3, 10.00
3, 10.50, 3, 15.00
3, 14.50, 3, 10.00
3, 14.50, 3, 11.50
4, 17.00, 3, 9.50
4, 13.00, 3, 11.50
4, 8.50, 3, 19.00
4, 11.00, 3, 15.50
4, 15.00, 3, 12.00
4, 10.00, 3, 17.50
4, 11.50, 3, 14.50
4, 9.50, 3, 15.50
4, 13.00, 3, 14.50
4, 8.50, 3, 17.50
4, 12.00, 3, 15.00
4, 10.00, 3, 17.50
4, 11.50, 3, 13.00
4, 11.00, 3, 15.50
4, 9.50, 3, 15.50
4, 10.50, 3, 15.00
4, 8.00, 3, 18.50
4, 12.00, 3, 13.50
4, 8.00, 3, 20.00
4, 13.00, 3, 13.00
4, 15.00, 3, 13.50
4, 14.50, 3, 13.00
4, 11.50, 3, 17.50
4, 12.50, 3, 12.50
4, 10.00, 3, 16.00
4, 8.00, 3, 20.00
4, 9.50, 3, 18.50
4, 12.50, 3, 12.50
4, 12.50, 3, 17.00
4, 13.00, 3, 13.00
4, 16.00, 3, 11.50
4, 14.00, 3, 11.00
4, 10.00, 3, 14.50
4, 14.00, 3, 14.00
4, 10.00, 3, 16.00
4, 11.00, 3, 15.50
4, 14.50, 3, 11.50
4, 10.00, 3, 16.00
4, 12.00, 3, 13.50
4, 14.50, 3, 13.00
4, 12.50, 3, 14.00
4, 15.00, 3, 13.50
4, 12.50, 3, 12.50
4, 13.00, 3, 14.50
