Random-Discrete.parameter, Random-Discrete.points, Adapt-Continuous.parameter, Adapt-Continuous.points
7, 17.00, 8, 15.50
7, 17.50, 8, 17.50
7, 17.00, 8, 15.50
7, 16.50, 8, 16.50
7, 17.50, 8, 17.50
7, 17.50, 8, 17.50
7, 17.00, 8, 17.00
7, 18.00, 8, 18.00
7, 18.00, 8, 16.50
7, 16.00, 8, 16.00
7, 19.00, 8, 19.00
7, 17.00, 8, 17.00
7, 17.00, 8, 17.00
7, 17.00, 8, 17.00
7, 17.00, 8, 17.00
7, 17.50, 8, 16.00
7, 17.00, 8, 17.00
7, 17.50, 8, 16.00
7, 15.50, 8, 15.50
7, 17.50, 8, 16.00
7, 16.50, 8, 16.50
7, 18.50, 8, 18.50
7, 18.00, 8, 18.00
7, 19.50, 8, 19.50
7, 19.00, 8, 19.00
7, 18.00, 8, 18.00
7, 18.00, 8, 18.00
7, 15.50, 8, 15.50
7, 18.50, 8, 18.50
7, 18.00, 8, 16.50
7, 19.50, 8, 18.00
7, 18.00, 8, 16.50
7, 16.00, 8, 16.00
7, 19.00, 8, 17.50
7, 16.50, 8, 15.00
7, 17.50, 8, 17.50
7, 19.50, 8, 18.00
7, 15.50, 8, 14.00
7, 16.00, 8, 14.50
7, 17.00, 8, 15.50
7, 16.00, 8, 16.00
7, 19.50, 8, 18.00
7, 16.50, 8, 16.50
7, 17.00, 8, 17.00
7, 19.50, 8, 18.00
7, 15.50, 8, 14.00
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 19.00, 8, 19.00
8, 18.50, 8, 17.00
8, 17.00, 8, 17.00
8, 17.50, 8, 17.50
8, 17.00, 8, 17.00
8, 17.50, 8, 17.50
8, 17.00, 8, 17.00
8, 18.00, 8, 18.00
8, 17.00, 8, 17.00
8, 18.50, 8, 18.50
8, 17.50, 8, 17.50
8, 18.00, 8, 18.00
8, 19.00, 8, 17.50
8, 17.50, 8, 17.50
8, 17.00, 8, 17.00
8, 16.50, 8, 16.50
8, 17.50, 8, 17.50
8, 18.00, 8, 16.50
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 17.00, 8, 17.00
8, 16.00, 8, 16.00
8, 18.00, 8, 18.00
8, 17.50, 8, 17.50
8, 19.50, 8, 18.00
8, 19.00, 8, 19.00
8, 19.00, 8, 17.50
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 18.50, 8, 18.50
8, 19.00, 8, 19.00
8, 19.00, 8, 19.00
8, 18.50, 8, 18.50
8, 18.50, 8, 18.50
8, 17.00, 8, 17.00
8, 17.50, 8, 17.50
8, 18.00, 8, 18.00
8, 17.00, 8, 15.50
8, 18.00, 8, 18.00
8, 17.00, 8, 17.00
8, 17.50, 8, 17.50
8, 17.50, 8, 17.50
8, 18.50, 8, 18.50
8, 18.50, 8, 18.50
8, 18.00, 8, 18.00
8, 18.00, 8, 16.50
8, 18.00, 8, 18.00
8, 17.50, 8, 16.00
8, 20.00, 8, 18.50
8, 18.00, 8, 18.00
8, 18.00, 8, 18.00
8, 18.00, 8, 18.00
8, 17.00, 8, 17.00
8, 18.50, 8, 18.50
8, 19.50, 8, 19.50
8, 17.00, 8, 15.50
8, 17.00, 8, 17.00
8, 19.50, 8, 19.50
8, 17.50, 8, 16.00
8, 18.00, 8, 16.50
8, 18.50, 8, 18.50
8, 19.00, 8, 19.00
8, 18.00, 8, 16.50
8, 17.00, 8, 17.00
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 17.50, 8, 17.50
8, 17.50, 8, 17.50
8, 17.00, 8, 17.00
8, 18.00, 8, 16.50
8, 18.00, 8, 16.50
8, 17.50, 8, 17.50
8, 18.50, 8, 18.50
8, 19.00, 8, 19.00
8, 18.50, 8, 17.00
8, 16.50, 8, 16.50
8, 17.50, 8, 17.50
8, 20.00, 8, 20.00
8, 18.50, 8, 18.50
8, 18.50, 8, 18.50
8, 18.50, 8, 18.50
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 18.50, 8, 18.50
8, 17.50, 8, 17.50
8, 17.50, 8, 17.50
8, 18.00, 8, 18.00
8, 18.00, 8, 18.00
8, 19.00, 8, 19.00
8, 18.00, 8, 18.00
8, 18.50, 8, 18.50
8, 17.50, 8, 16.00
8, 17.50, 8, 17.50
8, 18.00, 8, 16.50
8, 18.00, 8, 16.50
8, 16.00, 8, 14.50
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 19.00, 8, 19.00
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 20.00, 8, 20.00
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 20.00, 8, 20.00
9, 19.00, 8, 19.00
9, 20.00, 8, 18.50
9, 20.50, 8, 19.00
9, 19.00, 8, 19.00
9, 18.50, 8, 18.50
9, 20.00, 8, 20.00
9, 20.50, 8, 19.00
9, 19.50, 8, 19.50
9, 19.50, 8, 18.00
9, 19.00, 8, 19.00
9, 18.50, 8, 18.50
9, 18.50, 8, 18.50
9, 20.00, 8, 20.00
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 18.50, 8, 17.00
9, 20.00, 8, 20.00
9, 20.00, 8, 20.00
9, 19.50, 8, 18.00
9, 18.50, 8, 18.50
9, 19.00, 8, 19.00
9, 19.00, 8, 19.00
9, 20.50, 8, 19.00
9, 19.50, 8, 19.50
9, 18.50, 8, 18.50
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 20.50, 8, 19.00
9, 18.50, 8, 18.50
9, 19.50, 8, 19.50
9, 18.00, 8, 18.00
9, 19.00, 8, 19.00
9, 20.00, 8, 20.00
9, 19.50, 8, 19.50
9, 19.00, 8, 17.50
9, 17.00, 8, 17.00
9, 20.00, 8, 20.00
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 19.00, 8, 19.00
9, 18.50, 8, 18.50
9, 19.00, 8, 19.00
9, 19.00, 8, 19.00
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 20.50, 8, 19.00
9, 19.00, 8, 19.00
9, 20.00, 8, 20.00
9, 19.50, 8, 18.00
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 20.00, 8, 20.00
9, 20.00, 8, 20.00
9, 19.50, 8, 19.50
9, 18.00, 8, 18.00
9, 17.50, 8, 17.50
9, 19.00, 8, 19.00
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 19.50, 8, 19.50
9, 17.00, 8, 17.00
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 19.00, 8, 19.00
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 18.50, 8, 18.50
9, 19.50, 8, 19.50
9, 18.50, 8, 18.50
9, 19.00, 8, 19.00
9, 19.50, 8, 19.50
9, 19.50, 8, 19.50
9, 20.00, 8, 20.00
9, 18.50, 8, 18.50
9, 19.00, 8, 19.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
10, 20.00, 8, 20.00
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
0, 11.00, 9, 9.50
1, 13.00, 9, 11.50
1, 12.00, 9, 10.50
1, 11.50, 9, 10.00
1, 11.50, 9, 10.00
1, 11.50, 9, 10.00
1, 11.00, 9, 9.50
1, 11.50, 9, 10.00
1, 12.50, 9, 11.00
1, 12.00, 9, 10.50
1, 12.00, 9, 10.50
1, 12.00, 9, 10.50
1, 10.50, 9, 10.50
1, 11.00, 9, 11.00
1, 11.00, 9, 9.50
1, 11.50, 9, 10.00
1, 11.00, 9, 9.50
1, 13.00, 9, 11.50
1, 12.50, 9, 11.00
1, 12.00, 9, 10.50
1, 12.50, 9, 11.00
1, 13.00, 9, 11.50
1, 11.50, 9, 10.00
1, 11.50, 9, 10.00
1, 13.00, 9, 11.50
1, 12.00, 9, 10.50
1, 12.50, 9, 11.00
1, 11.50, 9, 10.00
1, 11.00, 9, 9.50
1, 13.00, 9, 11.50
1, 11.50, 9, 10.00
1, 11.50, 9, 10.00
1, 11.50, 9, 11.50
1, 11.50, 9, 10.00
1, 13.50, 9, 12.00
1, 12.00, 9, 10.50
1, 11.50, 9, 10.00
1, 12.50, 9, 11.00
1, 11.00, 9, 9.50
1, 12.00, 9, 10.50
1, 11.00, 9, 9.50
1, 11.50, 9, 10.00
1, 13.50, 9, 12.00
1, 12.00, 9, 10.50
1, 13.50, 9, 12.00
1, 11.50, 9, 10.00
1, 10.50, 9, 10.50
1, 12.00, 9, 12.00
1, 12.00, 9, 12.00
1, 12.00, 9, 10.50
1, 13.00, 9, 11.50
1, 14.00, 9, 12.50
1, 12.00, 9, 10.50
1, 11.00, 9, 9.50
1, 12.00, 9, 10.50
1, 11.00, 9, 9.50
1, 11.50, 9, 10.00
1, 12.00, 9, 10.50
1, 11.00, 9, 9.50
1, 12.50, 9, 11.00
1, 12.00, 9, 10.50
1, 12.50, 9, 11.00
1, 13.00, 9, 11.50
1, 11.00, 9, 11.00
1, 11.00, 9, 9.50
1, 11.50, 9, 10.00
1, 11.50, 9, 10.00
1, 12.50, 9, 11.00
1, 12.50, 9, 11.00
1, 12.50, 9, 11.00
1, 12.00, 9, 10.50
1, 11.00, 9, 9.50
1, 12.00, 9, 10.50
1, 12.00, 9, 10.50
1, 12.00, 9, 10.50
1, 12.50, 9, 11.00
1, 13.50, 9, 12.00
1, 11.50, 9, 10.00
1, 12.00, 9, 10.50
1, 11.50, 9, 10.00
1, 12.00, 9, 12.00
1, 10.50, 9, 10.50
1, 11.50, 9, 10.00
1, 12.50, 9, 12.50
1, 11.50, 9, 10.00
1, 11.00, 9, 9.50
1, 12.50, 9, 11.00
1, 13.00, 9, 11.50
1, 13.00, 9, 13.00
1, 12.00, 9, 12.00
1, 11.50, 9, 10.00
1, 12.00, 9, 10.50
1, 11.50, 9, 10.00
1, 13.50, 9, 12.00
1, 11.50, 9, 10.00
1, 12.00, 9, 10.50
1, 11.50, 9, 11.50
1, 11.50, 9, 10.00
1, 11.50, 9, 10.00
1, 11.50, 9, 11.50
1, 11.00, 9, 9.50
2, 12.50, 9, 11.00
2, 13.50, 9, 12.00
2, 14.00, 9, 14.00
2, 13.50, 9, 12.00
2, 14.00, 9, 12.50
2, 12.00, 9, 10.50
2, 14.00, 9, 12.50
2, 11.00, 9, 11.00
2, 13.50, 9, 12.00
2, 15.00, 9, 13.50
2, 12.50, 9, 11.00
2, 12.50, 9, 11.00
2, 12.50, 9, 11.00
2, 13.00, 9, 11.50
2, 12.50, 9, 11.00
2, 14.00, 9, 12.50
2, 13.00, 9, 11.50
2, 15.50, 9, 14.00
2, 12.00, 9, 10.50
2, 11.50, 9, 11.50
2, 13.00, 9, 11.50
2, 12.50, 9, 11.00
2, 12.00, 9, 10.50
2, 12.00, 9, 10.50
2, 12.00, 9, 10.50
2, 12.00, 9, 10.50
2, 12.50, 9, 11.00
2, 14.50, 9, 13.00
2, 12.00, 9, 10.50
2, 12.50, 9, 12.50
2, 11.50, 9, 10.00
2, 12.50, 9, 11.00
2, 11.50, 9, 11.50
2, 12.50, 9, 11.00
2, 12.50, 9, 11.00
2, 14.00, 9, 12.50
2, 11.50, 9, 10.00
2, 13.50, 9, 13.50
2, 12.50, 9, 11.00
2, 12.00, 9, 10.50
2, 12.50, 9, 11.00
2, 13.50, 9, 12.00
2, 12.50, 9, 11.00
2, 12.50, 9, 11.00
2, 12.50, 9, 11.00
2, 12.00, 9, 12.00
2, 13.50, 9, 12.00
2, 13.50, 9, 12.00
2, 12.00, 9, 10.50
2, 13.50, 9, 12.00
2, 15.00, 9, 13.50
2, 13.50, 9, 12.00
2, 14.50, 9, 14.50
2, 12.00, 9, 10.50
2, 11.50, 9, 10.00
2, 13.00, 9, 11.50
2, 11.50, 9, 10.00
2, 12.50, 9, 11.00
2, 11.00, 9, 11.00
2, 13.00, 9, 11.50
2, 13.50, 9, 12.00
2, 12.00, 9, 12.00
2, 12.00, 9, 10.50
2, 13.00, 9, 11.50
2, 13.00, 9, 11.50
2, 11.50, 9, 10.00
2, 13.00, 9, 11.50
2, 14.00, 9, 12.50
2, 12.50, 9, 11.00
2, 13.50, 9, 12.00
2, 12.50, 9, 11.00
2, 12.00, 9, 10.50
2, 13.00, 9, 11.50
2, 11.50, 9, 10.00
2, 13.50, 9, 12.00
2, 13.50, 9, 12.00
2, 13.50, 9, 12.00
2, 12.00, 9, 10.50
2, 13.00, 9, 11.50
2, 13.50, 9, 12.00
2, 14.00, 9, 12.50
2, 12.00, 9, 12.00
2, 13.00, 9, 11.50
2, 14.00, 9, 12.50
2, 11.00, 9, 9.50
2, 14.00, 9, 12.50
2, 11.50, 9, 10.00
2, 11.50, 9, 10.00
2, 13.00, 9, 13.00
2, 13.50, 9, 12.00
2, 12.00, 9, 10.50
2, 13.50, 9, 12.00
2, 12.50, 9, 11.00
2, 12.50, 9, 11.00
2, 12.00, 9, 10.50
2, 13.00, 9, 11.50
2, 12.00, 9, 10.50
2, 16.00, 9, 14.50
2, 13.00, 9, 11.50
2, 13.00, 9, 11.50
3, 14.50, 9, 13.00
3, 16.00, 9, 14.50
3, 13.00, 9, 13.00
3, 14.50, 9, 13.00
3, 15.00, 9, 13.50
3, 12.50, 9, 12.50
3, 13.00, 9, 13.00
3, 13.50, 9, 12.00
3, 12.50, 9, 12.50
3, 13.00, 9, 11.50
3, 14.50, 9, 14.50
3, 15.00, 9, 13.50
3, 12.50, 9, 12.50
3, 13.50, 9, 12.00
3, 16.00, 9, 16.00
3, 13.50, 9, 12.00
3, 13.50, 9, 12.00
3, 13.50, 9, 12.00
3, 13.00, 9, 13.00
3, 13.50, 9, 12.00
3, 14.00, 9, 12.50
3, 14.50, 9, 13.00
3, 12.00, 9, 12.00
3, 13.50, 9, 13.50
3, 15.00, 9, 13.50
3, 15.00, 9, 13.50
3, 13.00, 9, 11.50
3, 13.00, 9, 11.50
3, 13.50, 9, 12.00
3, 13.50, 9, 13.50
3, 13.50, 9, 12.00
3, 15.50, 9, 14.00
3, 13.00, 9, 13.00
3, 13.50, 9, 12.00
3, 12.00, 9, 10.50
3, 12.50, 9, 12.50
3, 13.00, 9, 11.50
3, 13.00, 9, 11.50
3, 13.50, 9, 13.50
3, 13.00, 9, 11.50
3, 13.00, 9, 13.00
3, 13.00, 9, 13.00
3, 13.00, 9, 11.50
3, 14.00, 9, 14.00
3, 13.50, 9, 12.00
3, 14.50, 9, 13.00
3, 12.00, 9, 10.50
3, 15.00, 9, 13.50
3, 13.50, 9, 12.00
3, 14.00, 9, 12.50
3, 13.00, 9, 13.00
3, 14.50, 9, 14.50
3, 12.50, 9, 11.00
3, 14.00, 9, 12.50
3, 15.00, 9, 15.00
3, 14.50, 9, 14.50
3, 15.00, 9, 15.00
3, 15.00, 9, 15.00
3, 13.50, 9, 13.50
3, 14.00, 9, 14.00
3, 14.00, 9, 12.50
3, 12.00, 9, 10.50
3, 13.00, 9, 11.50
3, 14.00, 9, 14.00
3, 13.50, 9, 13.50
3, 14.00, 9, 12.50
3, 12.50, 9, 11.00
3, 14.50, 9, 13.00
3, 12.50, 9, 12.50
3, 12.50, 9, 11.00
3, 16.00, 9, 14.50
3, 13.00, 9, 11.50
3, 15.00, 9, 13.50
3, 13.00, 9, 11.50
3, 13.00, 9, 11.50
3, 11.50, 9, 11.50
3, 13.50, 9, 13.50
3, 12.50, 9, 11.00
3, 13.50, 9, 13.50
3, 13.00, 9, 13.00
3, 12.50, 9, 12.50
3, 14.50, 9, 14.50
3, 12.50, 9, 12.50
3, 12.00, 9, 12.00
3, 16.00, 9, 14.50
3, 13.00, 9, 11.50
3, 13.00, 9, 13.00
3, 14.50, 9, 13.00
3, 13.50, 9, 12.00
3, 12.50, 9, 11.00
3, 13.50, 9, 12.00
3, 14.00, 9, 14.00
3, 13.00, 9, 11.50
3, 14.00, 9, 12.50
3, 14.00, 9, 14.00
3, 14.00, 9, 12.50
3, 14.00, 9, 12.50
3, 12.50, 9, 11.00
3, 13.50, 9, 12.00
3, 14.00, 9, 14.00
4, 14.00, 9, 12.50
4, 16.50, 9, 15.00
4, 13.50, 9, 12.00
4, 13.50, 9, 12.00
4, 14.50, 9, 14.50
4, 14.50, 9, 13.00
4, 18.50, 9, 17.00
4, 16.00, 9, 14.50
4, 13.50, 9, 12.00
4, 15.00, 9, 13.50
4, 16.00, 9, 14.50
4, 11.50, 9, 11.50
4, 16.00, 9, 16.00
4, 14.00, 9, 14.00
4, 14.50, 9, 14.50
4, 14.00, 9, 14.00
4, 15.00, 9, 15.00
4, 14.50, 9, 13.00
4, 15.50, 9, 14.00
4, 13.00, 9, 13.00
4, 15.00, 9, 15.00
4, 15.00, 9, 13.50
4, 14.00, 9, 14.00
4, 15.00, 9, 13.50
4, 14.50, 9, 13.00
4, 14.50, 9, 13.00
4, 15.50, 9, 14.00
4, 17.00, 9, 17.00
4, 15.00, 9, 15.00
4, 15.00, 9, 13.50
4, 15.00, 9, 13.50
4, 16.50, 9, 15.00
4, 14.50, 9, 13.00
4, 12.50, 9, 12.50
4, 14.00, 9, 14.00
4, 15.50, 9, 14.00
4, 15.00, 9, 15.00
4, 13.00, 9, 11.50
4, 14.00, 9, 14.00
4, 16.50, 9, 15.00
4, 13.00, 9, 13.00
4, 12.50, 9, 11.00
4, 13.50, 9, 12.00
4, 13.50, 9, 13.50
4, 14.50, 9, 14.50
4, 13.00, 9, 13.00
4, 15.50, 9, 15.50
4, 16.50, 9, 15.00
4, 13.50, 9, 12.00
4, 16.50, 9, 15.00
4, 15.50, 9, 14.00
4, 15.00, 9, 15.00
4, 14.00, 9, 12.50
4, 14.50, 9, 14.50
4, 13.00, 9, 13.00
4, 13.50, 9, 13.50
4, 13.50, 9, 13.50
4, 13.50, 9, 12.00
4, 15.00, 9, 13.50
4, 13.00, 9, 11.50
4, 14.50, 9, 14.50
4, 15.00, 9, 13.50
4, 13.50, 9, 13.50
4, 14.00, 9, 14.00
4, 15.00, 9, 13.50
4, 14.00, 9, 12.50
4, 14.00, 9, 12.50
4, 14.00, 9, 12.50
4, 15.00, 9, 13.50
4, 14.50, 9, 13.00
4, 15.00, 9, 13.50
4, 12.50, 9, 12.50
4, 14.50, 9, 13.00
4, 14.50, 9, 14.50
4, 17.00, 9, 15.50
4, 15.50, 9, 14.00
4, 15.50, 9, 14.00
4, 16.00, 9, 14.50
4, 15.00, 9, 13.50
4, 14.00, 9, 14.00
4, 17.50, 9, 17.50
4, 13.50, 9, 12.00
4, 14.50, 9, 13.00
4, 16.00, 9, 14.50
4, 14.00, 9, 14.00
4, 11.50, 9, 11.50
4, 14.00, 9, 14.00
4, 15.50, 9, 14.00
4, 16.00, 9, 14.50
4, 13.00, 9, 11.50
4, 14.50, 9, 13.00
4, 13.50, 9, 12.00
4, 12.50, 9, 12.50
4, 14.00, 9, 12.50
4, 16.00, 9, 16.00
4, 15.50, 9, 15.50
4, 16.00, 9, 14.50
4, 13.00, 9, 11.50
4, 14.50, 9, 14.50
4, 14.50, 9, 14.50
5, 16.00, 9, 14.50
5, 15.00, 9, 13.50
5, 16.00, 9, 14.50
5, 14.00, 9, 14.00
5, 13.50, 9, 13.50
5, 15.00, 9, 15.00
5, 15.50, 9, 14.00
5, 15.50, 9, 14.00
5, 16.00, 9, 14.50
5, 14.00, 9, 12.50
5, 18.50, 9, 17.00
5, 17.50, 9, 16.00
5, 15.50, 9, 14.00
5, 18.00, 9, 18.00
5, 16.50, 9, 15.00
5, 14.50, 9, 14.50
5, 14.50, 9, 13.00
5, 16.00, 9, 16.00
5, 15.50, 9, 14.00
5, 14.50, 9, 14.50
5, 15.50, 9, 15.50
5, 14.50, 9, 13.00
5, 15.00, 9, 13.50
5, 14.50, 9, 13.00
5, 14.50, 9, 14.50
5, 15.00, 9, 13.50
5, 15.50, 9, 14.00
5, 17.00, 9, 15.50
5, 15.50, 9, 15.50
5, 14.50, 9, 13.00
5, 17.00, 9, 15.50
5, 16.50, 9, 16.50
5, 15.50, 9, 14.00
5, 14.50, 9, 13.00
5, 15.50, 9, 15.50
5, 15.50, 9, 15.50
5, 16.00, 9, 16.00
5, 15.50, 9, 15.50
5, 15.00, 9, 13.50
5, 16.50, 9, 15.00
5, 17.50, 9, 16.00
5, 15.50, 9, 15.50
5, 15.00, 9, 15.00
5, 15.00, 9, 15.00
5, 16.00, 9, 14.50
5, 14.00, 9, 14.00
5, 14.00, 9, 12.50
5, 13.50, 9, 12.00
5, 15.00, 9, 15.00
5, 16.00, 9, 16.00
5, 15.00, 9, 13.50
5, 17.00, 9, 15.50
5, 15.00, 9, 13.50
5, 15.00, 9, 13.50
5, 16.00, 9, 14.50
5, 15.50, 9, 14.00
5, 16.00, 9, 16.00
5, 16.00, 9, 14.50
5, 14.50, 9, 14.50
5, 15.00, 9, 15.00
5, 17.50, 9, 16.00
5, 16.50, 9, 15.00
5, 14.50, 9, 14.50
5, 15.00, 9, 13.50
5, 14.00, 9, 14.00
5, 16.00, 9, 14.50
5, 15.50, 9, 14.00
5, 16.00, 9, 16.00
5, 13.00, 9, 13.00
5, 15.00, 9, 13.50
5, 15.00, 9, 15.00
5, 15.50, 9, 15.50
5, 15.50, 9, 14.00
5, 14.00, 9, 12.50
5, 16.00, 9, 14.50
5, 16.00, 9, 16.00
5, 13.50, 9, 13.50
5, 16.00, 9, 16.00
5, 16.00, 9, 16.00
5, 16.50, 9, 15.00
5, 15.00, 9, 15.00
5, 16.50, 9, 16.50
5, 13.50, 9, 13.50
5, 16.50, 9, 15.00
