Random-Discrete.parameter, Random-Discrete.points, Adapt-Continuous.parameter, Adapt-Continuous.points
7, 18.72, 2, 16.89
7, 18.58, 2, 17.71
7, 18.73, 2, 17.64
7, 17.22, 2, 15.39
7, 18.20, 2, 17.90
7, 18.86, 2, 18.32
7, 18.37, 2, 17.81
7, 17.30, 2, 16.85
7, 17.61, 2, 17.44
7, 19.00, 2, 19.00
7, 16.68, 2, 15.66
7, 19.61, 2, 17.20
7, 18.58, 2, 18.46
7, 17.16, 2, 16.92
7, 17.09, 2, 16.95
7, 16.86, 2, 16.32
7, 17.64, 2, 17.43
7, 17.24, 2, 16.13
7, 16.42, 2, 15.79
7, 18.66, 2, 18.42
7, 18.08, 2, 17.96
7, 17.65, 2, 17.42
7, 17.40, 2, 16.80
7, 16.76, 2, 15.62
7, 17.62, 2, 16.69
7, 16.98, 2, 16.26
7, 17.88, 2, 15.81
7, 18.99, 2, 16.76
7, 17.36, 2, 16.82
7, 18.19, 2, 16.41
7, 17.13, 2, 16.93
7, 18.06, 2, 16.47
7, 16.88, 2, 15.56
7, 18.61, 2, 18.45
7, 16.02, 2, 14.49
7, 16.77, 2, 16.36
7, 16.99, 2, 16.26
7, 16.78, 2, 14.86
7, 16.72, 2, 14.14
7, 15.25, 2, 14.88
7, 17.74, 2, 16.63
7, 14.87, 2, 12.82
7, 17.12, 2, 16.19
7, 15.23, 2, 14.88
7, 17.50, 2, 16.75
7, 16.33, 2, 15.84
7, 16.47, 2, 14.27
7, 16.33, 2, 12.84
7, 17.72, 2, 17.39
7, 18.07, 2, 17.97
7, 17.06, 2, 16.97
7, 18.89, 2, 18.31
7, 18.86, 2, 16.82
7, 17.45, 2, 14.53
8, 17.58, 2, 17.46
8, 18.66, 2, 16.92
8, 20.10, 2, 19.20
8, 20.02, 2, 18.49
8, 18.47, 2, 17.02
8, 18.12, 2, 17.19
8, 18.37, 2, 17.81
8, 19.31, 2, 18.10
8, 19.50, 2, 19.50
8, 18.88, 2, 18.31
8, 19.00, 2, 19.00
8, 18.70, 2, 16.15
8, 17.08, 2, 16.96
8, 19.51, 2, 19.49
8, 17.81, 2, 17.35
8, 16.73, 2, 16.38
8, 18.74, 2, 18.38
8, 18.64, 2, 17.68
8, 17.95, 2, 17.28
8, 20.00, 2, 20.00
8, 18.36, 2, 17.82
8, 19.68, 2, 18.66
8, 17.83, 2, 16.58
8, 18.04, 2, 17.98
8, 18.51, 2, 18.50
8, 18.72, 2, 18.39
8, 17.78, 2, 15.11
8, 18.00, 2, 17.25
8, 18.54, 2, 18.48
8, 18.57, 2, 18.46
8, 17.70, 2, 16.65
8, 17.87, 2, 17.32
8, 18.09, 2, 17.95
8, 17.11, 2, 16.20
8, 18.08, 2, 17.96
8, 17.41, 2, 16.80
8, 18.08, 2, 17.21
8, 18.09, 2, 17.96
8, 18.87, 2, 18.31
8, 19.35, 2, 17.33
8, 18.53, 2, 18.49
8, 18.07, 2, 17.22
8, 19.03, 2, 18.99
8, 20.11, 2, 17.69
8, 19.00, 2, 19.00
8, 19.24, 2, 18.88
8, 19.01, 2, 19.00
8, 17.57, 2, 17.46
8, 19.36, 2, 18.82
8, 18.08, 2, 17.96
8, 17.10, 2, 16.95
8, 18.87, 2, 18.31
8, 19.00, 2, 17.50
8, 17.42, 2, 16.79
8, 19.55, 2, 17.98
8, 18.95, 2, 17.53
8, 18.19, 2, 16.40
8, 17.96, 2, 17.27
8, 18.23, 2, 17.88
8, 19.50, 2, 19.50
8, 19.51, 2, 18.00
8, 16.15, 2, 15.93
8, 18.67, 2, 16.16
8, 17.60, 2, 17.45
8, 18.58, 2, 18.46
8, 17.09, 2, 16.96
8, 19.21, 2, 18.90
8, 18.14, 2, 17.93
8, 18.35, 2, 17.82
8, 17.66, 2, 16.67
8, 16.53, 2, 15.73
8, 19.16, 2, 17.42
8, 17.74, 2, 16.63
8, 17.60, 2, 17.45
8, 18.51, 2, 18.49
8, 17.23, 2, 16.14
8, 18.14, 2, 17.93
8, 19.11, 2, 18.20
8, 19.00, 2, 19.00
8, 18.05, 2, 16.48
8, 18.11, 2, 17.19
8, 18.56, 2, 18.47
8, 19.35, 2, 18.83
8, 19.22, 2, 18.89
8, 19.08, 2, 18.96
8, 16.05, 2, 15.97
8, 19.52, 2, 19.49
8, 17.94, 2, 17.28
8, 17.73, 2, 15.89
8, 18.64, 2, 17.68
8, 17.61, 2, 16.70
8, 18.01, 2, 16.49
8, 19.01, 2, 17.49
8, 16.78, 2, 16.36
8, 18.42, 2, 17.79
8, 18.67, 2, 16.91
8, 18.10, 2, 17.95
8, 18.90, 2, 17.55
8, 18.62, 2, 16.19
8, 19.53, 2, 19.49
9, 20.10, 2, 19.20
9, 19.50, 2, 19.50
9, 19.51, 2, 19.49
9, 19.37, 2, 18.81
9, 18.88, 2, 18.31
9, 20.10, 2, 19.20
9, 19.50, 2, 19.50
9, 19.10, 2, 18.20
9, 19.50, 2, 19.50
9, 19.50, 2, 19.50
9, 19.86, 2, 17.82
9, 19.13, 2, 18.93
9, 20.08, 2, 18.46
9, 19.51, 2, 19.49
9, 19.36, 2, 18.82
9, 18.51, 2, 18.49
9, 18.51, 2, 18.50
9, 19.50, 2, 19.50
9, 19.22, 2, 17.39
9, 19.05, 2, 18.98
9, 17.43, 2, 16.04
9, 17.86, 2, 17.32
9, 19.51, 2, 19.50
9, 18.62, 2, 17.69
9, 18.51, 2, 18.49
9, 18.92, 2, 18.29
9, 19.54, 2, 17.98
9, 19.50, 2, 19.50
9, 19.50, 2, 19.50
9, 18.52, 2, 18.49
9, 19.76, 2, 17.12
9, 19.53, 2, 19.49
9, 19.50, 2, 19.50
9, 17.51, 2, 17.50
9, 20.60, 2, 18.20
9, 19.52, 2, 19.49
9, 19.37, 2, 18.82
9, 19.22, 2, 18.89
9, 19.05, 2, 18.98
9, 19.50, 2, 19.50
9, 19.26, 2, 18.87
9, 19.51, 2, 19.49
9, 20.00, 2, 18.50
9, 19.26, 2, 18.87
9, 19.53, 2, 17.99
9, 20.00, 2, 20.00
9, 19.50, 2, 19.50
9, 19.20, 2, 17.40
9, 20.00, 2, 20.00
9, 18.64, 2, 17.68
9, 20.00, 2, 20.00
9, 20.00, 2, 20.00
9, 18.31, 2, 17.85
9, 18.62, 2, 17.69
9, 18.50, 2, 18.50
9, 19.53, 2, 19.49
9, 19.03, 2, 18.98
9, 17.58, 2, 17.46
9, 19.00, 2, 19.00
9, 19.51, 2, 19.50
9, 18.59, 2, 18.46
9, 18.50, 2, 18.50
9, 19.01, 2, 18.99
9, 18.05, 2, 17.98
9, 20.00, 2, 20.00
9, 19.50, 2, 19.50
9, 19.52, 2, 19.49
9, 19.50, 2, 19.50
9, 18.51, 2, 18.49
9, 19.50, 2, 19.50
9, 18.09, 2, 17.95
9, 19.13, 2, 18.93
9, 19.50, 2, 19.50
9, 18.58, 2, 18.46
9, 19.08, 2, 18.96
9, 18.14, 2, 17.18
9, 17.56, 2, 17.47
9, 20.11, 2, 17.70
9, 19.12, 2, 18.94
9, 19.50, 2, 19.50
9, 20.00, 2, 20.00
9, 19.04, 2, 18.98
9, 20.00, 2, 20.00
9, 19.00, 2, 19.00
9, 18.25, 2, 17.87
9, 19.50, 2, 19.50
9, 17.92, 2, 17.29
9, 19.51, 2, 19.49
9, 19.01, 2, 18.25
9, 19.50, 2, 19.50
9, 19.50, 2, 18.00
9, 19.01, 2, 19.00
9, 19.28, 2, 18.11
9, 19.00, 2, 17.50
9, 19.55, 2, 19.48
9, 19.50, 2, 19.50
9, 19.51, 2, 19.50
9, 20.50, 2, 19.00
9, 19.34, 2, 18.08
9, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
10, 20.00, 2, 20.00
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
0, 11.67, 3, 9.17
1, 13.67, 3, 11.17
1, 11.67, 3, 9.17
1, 11.67, 3, 10.67
1, 11.67, 3, 9.17
1, 13.13, 3, 10.68
1, 12.17, 3, 9.67
1, 12.17, 3, 9.67
1, 13.48, 3, 11.26
1, 11.67, 3, 9.17
1, 12.66, 3, 10.17
1, 12.17, 3, 9.67
1, 12.66, 3, 10.17
1, 12.17, 3, 9.67
1, 11.67, 3, 9.17
1, 12.66, 3, 10.17
1, 12.67, 3, 10.17
1, 12.17, 3, 9.67
1, 12.67, 3, 10.17
1, 13.17, 3, 10.67
1, 12.17, 3, 9.67
1, 12.16, 3, 11.17
1, 12.17, 3, 9.67
1, 12.67, 3, 10.17
1, 11.67, 3, 9.17
1, 12.67, 3, 10.17
1, 12.16, 3, 9.67
1, 12.64, 3, 10.18
1, 13.25, 3, 11.37
1, 12.64, 3, 10.18
1, 12.17, 3, 9.67
1, 13.16, 3, 12.17
1, 12.67, 3, 10.17
1, 11.67, 3, 9.17
1, 12.67, 3, 10.17
1, 12.01, 3, 9.75
1, 12.67, 3, 10.17
1, 12.17, 3, 9.67
1, 13.48, 3, 11.26
1, 11.67, 3, 9.17
1, 12.16, 3, 9.67
1, 12.27, 3, 10.37
1, 12.67, 3, 10.17
1, 13.74, 3, 11.88
1, 12.17, 3, 9.67
1, 13.17, 3, 10.67
1, 12.17, 3, 9.67
1, 12.17, 3, 9.67
1, 13.17, 3, 10.67
1, 12.51, 3, 10.25
1, 11.67, 3, 9.17
1, 13.42, 3, 11.29
1, 12.17, 3, 9.67
1, 12.17, 3, 9.67
1, 12.67, 3, 10.17
1, 11.67, 3, 9.17
1, 12.66, 3, 10.17
1, 12.67, 3, 10.17
1, 12.17, 3, 9.67
1, 11.67, 3, 9.17
1, 11.67, 3, 9.17
1, 12.64, 3, 11.68
1, 13.17, 3, 10.67
1, 12.16, 3, 9.67
1, 13.66, 3, 11.17
1, 12.60, 3, 10.20
1, 12.26, 3, 10.37
1, 13.10, 3, 10.70
1, 12.60, 3, 10.20
1, 12.14, 3, 9.68
1, 12.17, 3, 9.67
1, 12.66, 3, 10.17
1, 12.17, 3, 9.67
1, 12.67, 3, 10.17
1, 11.67, 3, 10.67
1, 12.17, 3, 9.67
1, 12.17, 3, 9.67
1, 12.14, 3, 9.68
1, 12.17, 3, 9.67
1, 11.67, 3, 9.17
1, 12.14, 3, 11.18
1, 13.13, 3, 10.68
1, 12.17, 3, 9.67
1, 12.94, 3, 10.78
1, 12.60, 3, 11.70
1, 11.77, 3, 11.37
1, 12.75, 3, 10.87
1, 13.10, 3, 10.70
1, 12.14, 3, 9.68
1, 13.48, 3, 11.26
1, 12.17, 3, 9.67
1, 12.17, 3, 11.17
1, 12.66, 3, 10.17
1, 13.14, 3, 10.68
1, 12.17, 3, 9.67
1, 13.44, 3, 11.28
1, 12.17, 3, 9.67
1, 11.67, 3, 9.17
1, 12.67, 3, 10.17
1, 13.16, 3, 10.67
1, 12.66, 3, 10.17
2, 14.16, 3, 13.17
2, 13.50, 3, 11.25
2, 13.17, 3, 10.67
2, 13.16, 3, 12.17
2, 14.01, 3, 11.75
2, 14.14, 3, 11.68
2, 14.15, 3, 11.67
2, 13.14, 3, 10.68
2, 14.10, 3, 11.70
2, 12.17, 3, 9.67
2, 14.20, 3, 12.40
2, 13.14, 3, 10.68
2, 14.66, 3, 12.17
2, 14.16, 3, 11.67
2, 13.26, 3, 12.87
2, 12.17, 3, 11.17
2, 12.64, 3, 11.68
2, 12.67, 3, 10.17
2, 14.14, 3, 11.68
2, 13.67, 3, 11.17
2, 13.49, 3, 11.25
2, 12.16, 3, 9.67
2, 12.17, 3, 11.17
2, 13.16, 3, 10.67
2, 13.67, 3, 11.17
2, 13.76, 3, 11.87
2, 13.44, 3, 12.78
2, 13.64, 3, 11.18
2, 13.10, 3, 10.70
2, 13.17, 3, 10.67
2, 13.17, 3, 10.67
2, 12.67, 3, 10.17
2, 14.51, 3, 12.25
2, 14.66, 3, 12.17
2, 13.00, 3, 12.25
2, 14.10, 3, 11.70
2, 12.27, 3, 11.87
2, 12.17, 3, 9.67
2, 12.17, 3, 9.67
2, 12.64, 3, 11.68
2, 11.67, 3, 10.67
2, 15.09, 3, 12.70
2, 13.65, 3, 12.67
2, 12.51, 3, 10.25
2, 14.14, 3, 11.68
2, 12.17, 3, 9.67
2, 13.14, 3, 10.68
2, 13.93, 3, 11.78
2, 12.76, 3, 10.87
2, 14.44, 3, 12.28
2, 12.64, 3, 10.18
2, 14.49, 3, 12.25
2, 13.14, 3, 10.68
2, 11.67, 3, 10.67
2, 14.10, 3, 11.70
2, 13.51, 3, 11.25
2, 13.17, 3, 10.67
2, 13.67, 3, 11.17
2, 13.16, 3, 10.67
2, 13.14, 3, 10.68
2, 14.60, 3, 12.95
2, 12.76, 3, 10.87
2, 13.20, 3, 11.40
2, 14.20, 3, 12.40
2, 12.20, 3, 11.90
2, 12.67, 3, 10.17
2, 13.00, 3, 10.75
2, 13.16, 3, 10.67
2, 13.60, 3, 11.95
2, 12.66, 3, 11.67
2, 13.16, 3, 10.67
2, 12.77, 3, 10.87
2, 13.60, 3, 11.20
2, 13.58, 3, 11.96
2, 13.20, 3, 11.40
2, 12.94, 3, 10.78
2, 13.17, 3, 12.17
2, 13.67, 3, 11.17
2, 13.17, 3, 10.67
2, 13.15, 3, 10.67
2, 13.10, 3, 10.70
2, 12.17, 3, 9.67
2, 14.59, 3, 13.70
2, 12.66, 3, 10.17
2, 13.77, 3, 11.87
2, 12.67, 3, 10.17
2, 13.48, 3, 11.26
2, 13.50, 3, 11.25
2, 14.06, 3, 11.72
2, 15.17, 3, 13.42
2, 14.75, 3, 12.87
2, 13.51, 3, 11.25
2, 13.64, 3, 11.18
2, 11.60, 3, 10.70
2, 14.48, 3, 12.26
2, 12.60, 3, 10.20
2, 12.17, 3, 9.67
2, 13.10, 3, 12.20
2, 12.67, 3, 10.17
2, 13.64, 3, 12.68
3, 13.64, 3, 11.18
3, 14.50, 3, 12.25
3, 14.60, 3, 12.20
3, 13.94, 3, 11.78
3, 14.04, 3, 13.98
3, 13.51, 3, 11.25
3, 14.00, 3, 11.75
3, 14.48, 3, 13.76
3, 16.06, 3, 13.72
3, 14.73, 3, 12.88
3, 14.58, 3, 12.21
3, 14.00, 3, 13.25
3, 13.27, 3, 12.87
3, 13.27, 3, 11.37
3, 12.17, 3, 11.17
3, 14.60, 3, 14.45
3, 13.98, 3, 11.76
3, 15.10, 3, 12.70
3, 15.20, 3, 13.40
3, 14.00, 3, 11.75
3, 12.77, 3, 10.87
3, 15.18, 3, 13.41
3, 15.24, 3, 13.38
3, 14.57, 3, 13.72
3, 14.16, 3, 13.17
3, 15.10, 3, 13.45
3, 16.00, 3, 13.75
3, 13.77, 3, 11.87
3, 15.23, 3, 14.88
3, 14.59, 3, 14.45
3, 16.00, 3, 13.75
3, 14.09, 3, 13.20
3, 14.66, 3, 12.17
3, 14.67, 3, 12.91
3, 12.17, 3, 9.67
3, 14.01, 3, 11.75
3, 14.97, 3, 12.77
3, 13.27, 3, 11.37
3, 13.16, 3, 12.17
3, 12.77, 3, 10.87
3, 13.98, 3, 11.76
3, 13.66, 3, 11.17
3, 13.51, 3, 11.25
3, 13.67, 3, 11.17
3, 13.58, 3, 13.46
3, 14.64, 3, 12.18
3, 14.59, 3, 12.20
3, 14.01, 3, 13.25
3, 13.60, 3, 12.70
3, 16.47, 3, 14.27
3, 16.98, 3, 14.76
3, 13.64, 3, 12.68
3, 13.51, 3, 12.75
3, 14.76, 3, 12.87
3, 14.17, 3, 11.67
3, 13.16, 3, 10.67
3, 14.48, 3, 12.26
3, 16.14, 3, 13.68
3, 13.08, 3, 12.21
3, 13.10, 3, 10.70
3, 12.60, 3, 11.70
3, 13.17, 3, 10.67
3, 15.20, 3, 13.40
3, 14.73, 3, 12.89
3, 14.65, 3, 12.17
3, 12.60, 3, 10.20
3, 13.60, 3, 12.70
3, 13.66, 3, 12.67
3, 15.13, 3, 12.69
3, 15.43, 3, 13.29
3, 13.48, 3, 11.26
3, 13.07, 3, 10.71
3, 14.17, 3, 11.67
3, 15.10, 3, 12.70
3, 14.48, 3, 12.26
3, 15.08, 3, 12.71
3, 17.56, 3, 16.72
3, 15.13, 3, 12.69
3, 14.17, 3, 11.67
3, 13.17, 3, 10.67
3, 14.00, 3, 11.75
3, 13.44, 3, 11.28
3, 14.14, 3, 11.68
3, 14.08, 3, 11.71
3, 14.60, 3, 14.45
3, 14.66, 3, 12.17
3, 14.66, 3, 12.17
3, 14.42, 3, 12.29
3, 14.66, 3, 12.17
3, 13.23, 3, 11.39
3, 16.10, 3, 14.45
3, 14.16, 3, 11.67
3, 16.00, 3, 13.75
3, 11.67, 3, 10.67
3, 13.64, 3, 12.68
3, 13.66, 3, 11.17
3, 15.08, 3, 12.71
3, 14.01, 3, 11.75
3, 13.66, 3, 11.17
3, 13.42, 3, 11.29
4, 15.24, 3, 13.38
4, 14.13, 3, 13.19
4, 13.01, 3, 12.25
4, 16.65, 3, 14.18
4, 15.20, 3, 13.40
4, 15.10, 3, 14.95
4, 14.01, 3, 11.75
4, 15.18, 3, 14.91
4, 15.17, 3, 13.41
4, 15.08, 3, 13.46
4, 12.60, 3, 11.70
4, 17.04, 3, 16.98
4, 16.13, 3, 15.18
4, 14.24, 3, 13.88
4, 15.57, 3, 13.96
4, 15.26, 3, 14.87
4, 13.99, 3, 13.25
4, 14.73, 3, 12.89
4, 15.09, 3, 12.70
4, 14.60, 3, 12.20
4, 14.27, 3, 13.87
4, 14.00, 3, 11.75
4, 14.65, 3, 12.17
4, 16.41, 3, 15.79
4, 12.94, 3, 12.28
4, 16.18, 3, 15.91
4, 15.60, 3, 14.70
4, 15.18, 3, 13.41
4, 16.15, 3, 15.17
4, 15.48, 3, 13.26
4, 13.60, 3, 11.20
4, 15.10, 3, 14.20
4, 16.03, 3, 14.49
4, 14.67, 3, 12.17
4, 14.60, 3, 12.20
4, 15.11, 3, 13.45
4, 14.76, 3, 12.87
4, 14.66, 3, 13.67
4, 14.50, 3, 12.25
4, 14.04, 3, 12.48
4, 15.74, 3, 13.88
4, 14.66, 3, 12.17
4, 16.02, 3, 14.49
4, 13.24, 3, 12.88
4, 13.98, 3, 13.26
4, 15.77, 3, 13.87
4, 15.10, 3, 14.20
4, 13.16, 3, 10.67
4, 15.13, 3, 14.19
4, 15.57, 3, 13.21
4, 13.66, 3, 12.67
4, 14.60, 3, 12.95
4, 14.66, 3, 12.17
4, 15.14, 3, 12.68
4, 13.57, 3, 13.46
4, 15.13, 3, 12.68
4, 14.14, 3, 11.68
4, 15.13, 3, 12.68
4, 14.48, 3, 12.26
4, 13.47, 3, 12.77
4, 13.11, 3, 12.95
4, 13.67, 3, 11.17
4, 15.66, 3, 14.67
4, 14.65, 3, 13.67
4, 16.15, 3, 13.68
4, 15.50, 3, 13.25
4, 13.76, 3, 13.37
4, 15.64, 3, 14.68
4, 14.66, 3, 13.67
4, 14.49, 3, 12.25
4, 13.60, 3, 13.45
4, 15.10, 3, 12.70
4, 13.24, 3, 11.38
4, 16.40, 3, 14.30
4, 14.50, 3, 12.25
4, 14.66, 3, 12.92
4, 15.17, 3, 13.41
4, 13.77, 3, 11.87
4, 14.16, 3, 11.67
4, 15.23, 3, 13.38
4, 14.61, 3, 12.95
4, 14.16, 3, 13.17
4, 14.26, 3, 12.37
4, 15.14, 3, 12.68
4, 16.24, 3, 14.38
4, 16.74, 3, 16.38
4, 16.43, 3, 14.28
4, 15.90, 3, 13.80
4, 15.16, 3, 12.67
4, 16.43, 3, 14.29
4, 15.94, 3, 13.78
4, 15.97, 3, 13.77
4, 16.63, 3, 14.18
4, 13.60, 3, 11.20
4, 14.16, 3, 13.17
4, 13.70, 3, 13.40
4, 14.60, 3, 14.45
4, 16.11, 3, 15.95
4, 13.49, 3, 12.75
4, 14.17, 3, 11.67
5, 15.12, 3, 12.69
5, 15.63, 3, 13.18
5, 15.26, 3, 14.87
5, 16.53, 3, 14.99
5, 14.15, 3, 13.17
5, 15.41, 3, 13.29
5, 17.18, 3, 15.41
5, 15.15, 3, 12.67
5, 16.58, 3, 14.96
5, 15.60, 3, 13.95
5, 17.54, 3, 15.98
5, 16.13, 3, 13.68
5, 15.12, 3, 14.19
5, 14.97, 3, 14.27
5, 14.17, 3, 13.17
5, 17.67, 3, 17.42
5, 17.91, 3, 15.79
5, 15.26, 3, 14.87
5, 15.19, 3, 14.91
5, 16.02, 3, 15.99
5, 17.56, 3, 15.97
5, 15.23, 3, 14.89
5, 16.54, 3, 14.98
5, 17.00, 3, 17.00
5, 15.57, 3, 14.71
5, 17.72, 3, 17.39
5, 15.41, 3, 13.29
5, 16.66, 3, 14.17
5, 15.20, 3, 14.90
5, 17.14, 3, 16.18
5, 16.10, 3, 13.70
5, 16.56, 3, 16.47
5, 16.51, 3, 14.99
5, 15.03, 3, 14.98
5, 17.16, 3, 15.42
5, 15.08, 3, 13.46
5, 14.25, 3, 13.87
5, 15.60, 3, 15.45
5, 14.27, 3, 12.37
5, 13.76, 3, 13.37
5, 15.75, 3, 13.87
5, 15.56, 3, 13.22
5, 15.47, 3, 14.77
5, 13.66, 3, 12.67
5, 14.76, 3, 14.37
5, 15.67, 3, 13.91
5, 15.74, 3, 15.38
5, 14.66, 3, 12.17
5, 16.01, 3, 13.75
5, 16.63, 3, 15.68
5, 15.59, 3, 14.70
5, 15.03, 3, 13.49
5, 15.74, 3, 13.88
5, 15.51, 3, 13.99
5, 13.58, 3, 13.46
5, 14.26, 3, 13.87
5, 15.74, 3, 13.88
5, 15.25, 3, 13.37
5, 16.53, 3, 16.49
5, 18.07, 3, 17.97
5, 16.90, 3, 14.80
5, 15.00, 3, 14.25
5, 15.59, 3, 13.20
5, 16.69, 3, 14.91
5, 16.90, 3, 16.30
5, 14.67, 3, 13.67
5, 16.91, 3, 16.30
5, 18.16, 3, 16.42
5, 16.04, 3, 14.48
5, 18.06, 3, 16.47
5, 16.01, 3, 15.99
5, 14.44, 3, 13.78
5, 14.66, 3, 13.67
5, 15.91, 3, 15.29
5, 14.70, 3, 12.90
5, 13.59, 3, 12.71
