round,investment,payoff
1,1.0,0.5
2,0.7,0.65
3,0.58,0.71
4,0.532,0.73
5,0.5128,0.74
6,0.50512,0.75
7,0.502048,0.75
8,0.5008192,0.75
9,0.50032768,0.75
10,0.5001310720000001,0.75
11,0.5000524288,0.75
12,0.50002097152,0.75
13,0.500008388608,0.75
14,0.5000033554432,0.75
15,0.50000134217728,0.75
16,0.500000536870912,0.75
17,0.5000002147483648,0.75
18,0.5000000858993459,0.75
19,0.5000000343597384,0.75
20,0.5000000137438954,0.75
