round,investment,payoff
1,1.0,0.5
2,0.30000000000000004,0.85
3,0.58,0.71
4,0.468,0.77
5,0.5128,0.74
6,0.49488,0.75
7,0.502048,0.75
8,0.4991808,0.75
9,0.50032768,0.75
10,0.499868928,0.75
11,0.5000524288,0.75
12,0.49997902848,0.75
13,0.500008388608,0.75
14,0.4999966445568,0.75
15,0.50000134217728,0.75
16,0.499999463129088,0.75
17,0.5000002147483648,0.75
18,0.4999999141006541,0.75
19,0.5000000343597384,0.75
20,0.49999998625610464,0.75
