round,investment,payoff
1,1.0,0.5
2,0.8,0.6
3,0.68,0.66
4,0.608,0.7
5,0.5648,0.72
6,0.53888,0.73
7,0.523328,0.74
8,0.5139968,0.74
9,0.50839808,0.75
10,0.505038848,0.75
11,0.5030233088,0.75
12,0.50181398528,0.75
13,0.501088391168,0.75
14,0.5006530347008,0.75
15,0.5003918208204801,0.75
16,0.500235092492288,0.75
17,0.5001410554953728,0.75
18,0.5000846332972236,0.75
19,0.5000507799783341,0.75
20,0.5000304679870005,0.75
