round,investment,payoff
1,1.0,0.5
2,0.19999999999999996,0.9
3,0.68,0.66
4,0.39199999999999996,0.8
5,0.5648,0.72
6,0.46112000000000003,0.77
7,0.523328,0.74
8,0.48600319999999997,0.76
9,0.50839808,0.75
10,0.494961152,0.75
11,0.5030233088,0.75
12,0.49818601472,0.75
13,0.501088391168,0.75
14,0.49934696529920003,0.75
15,0.50039182082048,0.75
16,0.499764907507712,0.75
17,0.5001410554953728,0.75
18,0.4999153667027763,0.75
19,0.5000507799783342,0.75
20,0.49996953201299943,0.75
