Random-Discrete.parameter, Random-Discrete.points, Adapt-Discrete.parameter, Adapt-Discrete.points
5, 17.00, 2, 4.00
5, 16.10, 2, 7.00
5, 17.00, 2, 4.00
5, 17.30, 2, 3.00
5, 16.70, 2, 5.00
5, 17.90, 2, 1.00
5, 16.40, 2, 6.00
5, 17.90, 2, 1.00
5, 17.00, 2, 4.00
5, 17.00, 2, 4.00
5, 17.60, 2, 2.00
5, 17.30, 2, 3.00
5, 15.80, 2, 8.00
5, 16.40, 2, 6.00
5, 16.40, 2, 6.00
5, 16.70, 2, 5.00
5, 16.70, 2, 5.00
5, 16.40, 2, 6.00
5, 17.90, 2, 1.00
5, 17.00, 2, 4.00
5, 17.30, 2, 3.00
5, 16.70, 2, 5.00
5, 17.00, 2, 4.00
5, 17.60, 2, 2.00
5, 16.70, 2, 5.00
5, 17.60, 2, 2.00
5, 17.30, 2, 3.00
5, 16.40, 2, 6.00
5, 18.50, 2, -1.00
5, 16.70, 2, 5.00
5, 17.00, 2, 4.00
5, 16.70, 2, 5.00
5, 16.40, 2, 6.00
5, 18.20, 2, -0.00
5, 16.40, 2, 6.00
5, 16.40, 2, 6.00
5, 17.90, 2, 1.00
5, 16.70, 2, 5.00
5, 16.10, 2, 7.00
5, 17.00, 2, 4.00
5, 17.60, 2, 2.00
5, 17.30, 2, 3.00
5, 18.50, 2, -1.00
5, 16.40, 2, 6.00
5, 17.00, 2, 4.00
5, 17.00, 2, 4.00
5, 15.50, 2, 9.00
5, 17.30, 2, 3.00
5, 16.70, 2, 5.00
5, 17.00, 2, 4.00
5, 17.60, 2, 2.00
5, 15.50, 2, 9.00
5, 17.00, 2, 4.00
6, 18.20, 2, -0.00
6, 18.20, 2, -0.00
6, 17.60, 2, 2.00
6, 17.90, 2, 1.00
6, 18.80, 2, -2.00
6, 16.70, 2, 5.00
6, 17.60, 2, 2.00
6, 18.20, 2, -0.00
6, 17.00, 2, 4.00
6, 18.20, 2, -0.00
6, 16.40, 2, 6.00
6, 18.20, 2, -0.00
6, 17.60, 2, 2.00
6, 17.00, 2, 4.00
6, 17.30, 2, 3.00
6, 17.00, 2, 4.00
6, 17.00, 2, 4.00
6, 18.20, 2, -0.00
6, 15.80, 2, 8.00
6, 17.30, 2, 3.00
6, 17.60, 2, 2.00
6, 17.90, 2, 1.00
6, 17.60, 2, 2.00
6, 17.60, 2, 2.00
6, 17.30, 2, 3.00
6, 17.30, 2, 3.00
6, 17.90, 2, 1.00
6, 17.30, 2, 3.00
6, 18.20, 2, -0.00
6, 18.50, 2, -1.00
6, 17.60, 2, 2.00
6, 18.20, 2, -0.00
6, 16.40, 2, 6.00
6, 17.90, 2, 1.00
6, 17.30, 2, 3.00
6, 17.60, 2, 2.00
6, 17.30, 2, 3.00
6, 17.90, 2, 1.00
6, 16.40, 2, 6.00
6, 17.60, 2, 2.00
6, 17.30, 2, 3.00
6, 17.30, 2, 3.00
6, 17.00, 2, 4.00
6, 18.20, 2, -0.00
6, 17.90, 2, 1.00
6, 17.90, 2, 1.00
6, 17.90, 2, 1.00
6, 16.40, 2, 6.00
6, 16.70, 2, 5.00
6, 18.20, 2, -0.00
6, 17.30, 2, 3.00
6, 18.80, 2, -2.00
6, 17.30, 2, 3.00
6, 17.60, 2, 2.00
6, 17.60, 2, 2.00
6, 17.60, 2, 2.00
6, 16.10, 2, 7.00
6, 18.20, 2, -0.00
6, 17.30, 2, 3.00
6, 17.00, 2, 4.00
6, 17.60, 2, 2.00
6, 17.90, 2, 1.00
6, 18.50, 2, -1.00
6, 19.10, 2, -3.00
6, 18.20, 2, -0.00
6, 17.60, 2, 2.00
6, 17.00, 2, 4.00
6, 17.60, 2, 2.00
6, 17.90, 2, 1.00
6, 17.60, 2, 2.00
6, 18.50, 2, -1.00
6, 16.70, 2, 5.00
6, 16.70, 2, 5.00
6, 17.60, 2, 2.00
6, 17.60, 2, 2.00
6, 17.00, 2, 4.00
6, 16.70, 2, 5.00
6, 17.00, 2, 4.00
6, 17.90, 2, 1.00
6, 17.60, 2, 2.00
6, 17.00, 2, 4.00
6, 17.60, 2, 2.00
6, 17.30, 2, 3.00
6, 18.20, 2, -0.00
6, 17.60, 2, 2.00
6, 17.30, 2, 3.00
6, 18.20, 2, -0.00
6, 17.60, 2, 2.00
6, 17.30, 2, 3.00
6, 17.60, 2, 2.00
6, 17.90, 2, 1.00
6, 17.30, 2, 3.00
6, 17.90, 2, 1.00
6, 18.50, 2, -1.00
6, 17.00, 2, 4.00
6, 17.00, 2, 4.00
6, 17.30, 2, 3.00
6, 16.70, 2, 5.00
6, 17.30, 2, 3.00
6, 16.70, 2, 5.00
7, 17.60, 2, 2.00
7, 18.50, 2, -1.00
7, 18.80, 2, -2.00
7, 17.90, 2, 1.00
7, 18.20, 2, -0.00
7, 18.50, 2, -1.00
7, 18.80, 2, -2.00
7, 19.10, 2, -3.00
7, 17.30, 2, 3.00
7, 18.50, 2, -1.00
7, 18.20, 2, -0.00
7, 18.20, 2, -0.00
7, 18.20, 2, -0.00
7, 17.30, 2, 3.00
7, 18.80, 2, -2.00
7, 18.50, 2, -1.00
7, 19.10, 2, -3.00
7, 18.80, 2, -2.00
7, 18.80, 2, -2.00
7, 18.20, 2, -0.00
7, 19.40, 2, -4.00
7, 17.90, 2, 1.00
7, 18.50, 2, -1.00
7, 18.80, 2, -2.00
7, 18.80, 2, -2.00
7, 17.60, 2, 2.00
7, 18.80, 2, -2.00
7, 16.70, 2, 5.00
7, 16.70, 2, 5.00
7, 17.60, 2, 2.00
7, 17.90, 2, 1.00
7, 17.30, 2, 3.00
7, 17.60, 2, 2.00
7, 17.90, 2, 1.00
7, 18.80, 2, -2.00
7, 18.20, 2, -0.00
7, 19.40, 2, -4.00
7, 17.60, 2, 2.00
7, 17.30, 2, 3.00
7, 18.80, 2, -2.00
7, 17.00, 2, 4.00
7, 17.30, 2, 3.00
7, 17.60, 2, 2.00
7, 18.80, 2, -2.00
7, 17.90, 2, 1.00
7, 18.20, 2, -0.00
7, 17.90, 2, 1.00
7, 17.00, 2, 4.00
7, 17.30, 2, 3.00
7, 18.20, 2, -0.00
7, 17.60, 2, 2.00
7, 18.20, 2, -0.00
7, 17.90, 2, 1.00
7, 17.90, 2, 1.00
7, 18.50, 2, -1.00
7, 18.50, 2, -1.00
7, 18.50, 2, -1.00
7, 17.90, 2, 1.00
7, 19.10, 2, -3.00
7, 18.80, 2, -2.00
7, 18.80, 2, -2.00
7, 17.90, 2, 1.00
7, 18.20, 2, -0.00
7, 17.30, 2, 3.00
7, 18.80, 2, -2.00
7, 18.50, 2, -1.00
7, 18.20, 2, -0.00
7, 18.20, 2, -0.00
7, 18.50, 2, -1.00
7, 18.80, 2, -2.00
7, 18.50, 2, -1.00
7, 18.20, 2, -0.00
7, 17.30, 2, 3.00
7, 18.50, 2, -1.00
7, 18.80, 2, -2.00
7, 19.40, 2, -4.00
7, 18.80, 2, -2.00
7, 18.20, 2, -0.00
7, 18.80, 2, -2.00
7, 17.00, 2, 4.00
7, 18.20, 2, -0.00
7, 17.90, 2, 1.00
7, 18.50, 2, -1.00
7, 17.30, 2, 3.00
7, 17.00, 2, 4.00
7, 18.80, 2, -2.00
7, 18.80, 2, -2.00
7, 18.80, 2, -2.00
7, 17.60, 2, 2.00
7, 18.20, 2, -0.00
7, 17.90, 2, 1.00
7, 19.70, 2, -5.00
7, 17.30, 2, 3.00
7, 19.10, 2, -3.00
7, 17.90, 2, 1.00
7, 17.60, 2, 2.00
7, 17.90, 2, 1.00
7, 17.90, 2, 1.00
7, 17.60, 2, 2.00
7, 18.50, 2, -1.00
8, 19.10, 2, -3.00
8, 18.80, 2, -2.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 17.90, 2, 1.00
8, 18.80, 2, -2.00
8, 18.50, 2, -1.00
8, 18.80, 2, -2.00
8, 17.90, 2, 1.00
8, 18.50, 2, -1.00
8, 18.80, 2, -2.00
8, 19.40, 2, -4.00
8, 19.10, 2, -3.00
8, 18.80, 2, -2.00
8, 19.10, 2, -3.00
8, 17.60, 2, 2.00
8, 19.10, 2, -3.00
8, 18.80, 2, -2.00
8, 18.20, 2, -0.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 18.50, 2, -1.00
8, 19.10, 2, -3.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 19.70, 2, -5.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 18.80, 2, -2.00
8, 19.40, 2, -4.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 18.80, 2, -2.00
8, 19.70, 2, -5.00
8, 20.00, 2, -6.00
8, 18.50, 2, -1.00
8, 18.50, 2, -1.00
8, 19.70, 2, -5.00
8, 18.80, 2, -2.00
8, 18.20, 2, 0.00
8, 19.40, 2, -4.00
8, 17.90, 2, 1.00
8, 18.50, 2, -1.00
8, 17.90, 2, 1.00
8, 19.10, 2, -3.00
8, 19.10, 2, -3.00
8, 18.20, 2, -0.00
8, 18.80, 2, -2.00
8, 18.80, 2, -2.00
8, 19.40, 2, -4.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 18.50, 2, -1.00
8, 18.80, 2, -2.00
8, 17.60, 2, 2.00
8, 18.50, 2, -1.00
8, 17.90, 2, 1.00
8, 19.40, 2, -4.00
8, 18.80, 2, -2.00
8, 19.10, 2, -3.00
8, 19.70, 2, -5.00
8, 18.80, 2, -2.00
8, 19.10, 2, -3.00
8, 19.10, 2, -3.00
8, 18.50, 2, -1.00
8, 19.40, 2, -4.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 19.40, 2, -4.00
8, 18.20, 2, -0.00
8, 19.10, 2, -3.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 17.90, 2, 1.00
8, 19.10, 2, -3.00
8, 19.10, 2, -3.00
8, 20.00, 2, -6.00
8, 18.80, 2, -2.00
8, 18.80, 2, -2.00
8, 18.20, 2, -0.00
8, 18.20, 2, -0.00
8, 19.10, 2, -3.00
8, 18.80, 2, -2.00
8, 18.80, 2, -2.00
8, 19.10, 2, -3.00
8, 20.00, 2, -6.00
8, 18.50, 2, -1.00
8, 19.10, 2, -3.00
8, 19.40, 2, -4.00
8, 17.60, 2, 2.00
8, 19.40, 2, -4.00
8, 18.80, 2, -2.00
8, 18.20, 2, -0.00
8, 19.10, 2, -3.00
8, 18.50, 2, -1.00
8, 19.10, 2, -3.00
8, 18.50, 2, -1.00
8, 19.10, 2, -3.00
8, 18.50, 2, -1.00
8, 18.80, 2, -2.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.10, 2, -3.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 20.00, 2, -6.00
9, 19.10, 2, -3.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 18.80, 2, -2.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.10, 2, -3.00
9, 19.10, 2, -3.00
9, 19.10, 2, -3.00
9, 19.40, 2, -4.00
9, 18.50, 2, -1.00
9, 18.80, 2, -2.00
9, 19.40, 2, -4.00
9, 18.50, 2, -1.00
9, 19.40, 2, -4.00
9, 18.50, 2, -1.00
9, 18.80, 2, -2.00
9, 18.80, 2, -2.00
9, 19.70, 2, -5.00
9, 18.50, 2, -1.00
9, 19.70, 2, -5.00
9, 19.10, 2, -3.00
9, 19.10, 2, -3.00
9, 20.00, 2, -6.00
9, 19.10, 2, -3.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 20.00, 2, -6.00
9, 20.00, 2, -6.00
9, 19.40, 2, -4.00
9, 18.80, 2, -2.00
9, 19.10, 2, -3.00
9, 19.70, 2, -5.00
9, 18.50, 2, -1.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 20.00, 2, -6.00
9, 19.10, 2, -3.00
9, 19.40, 2, -4.00
9, 18.80, 2, -2.00
9, 19.70, 2, -5.00
9, 20.00, 2, -6.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.10, 2, -3.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.10, 2, -3.00
9, 18.80, 2, -2.00
9, 18.80, 2, -2.00
9, 19.70, 2, -5.00
9, 18.50, 2, -1.00
9, 19.40, 2, -4.00
9, 20.00, 2, -6.00
9, 19.70, 2, -5.00
9, 18.50, 2, -1.00
9, 19.10, 2, -3.00
9, 19.40, 2, -4.00
9, 20.00, 2, -6.00
9, 18.80, 2, -2.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.10, 2, -3.00
9, 19.40, 2, -4.00
9, 19.40, 2, -4.00
9, 19.70, 2, -5.00
9, 19.70, 2, -5.00
9, 19.40, 2, -4.00
9, 19.10, 2, -3.00
9, 19.10, 2, -3.00
9, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
10, 20.00, 2, -6.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
0, 14.00, 3, 14.00
1, 11.90, 3, 11.90
1, 13.60, 3, 12.30
1, 12.20, 3, 10.90
1, 11.20, 3, 11.20
1, 12.60, 3, 12.60
1, 13.20, 3, 10.60
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 11.20, 3, 11.20
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 11.20, 3, 11.20
1, 13.60, 3, 12.30
1, 13.30, 3, 13.30
1, 11.90, 3, 11.90
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 13.30, 3, 13.30
1, 13.30, 3, 13.30
1, 10.50, 3, 10.50
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 11.90, 3, 11.90
1, 13.30, 3, 13.30
1, 14.00, 3, 14.00
1, 14.00, 3, 14.00
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 11.20, 3, 11.20
1, 12.90, 3, 11.60
1, 14.00, 3, 14.00
1, 11.20, 3, 11.20
1, 14.00, 3, 14.00
1, 12.60, 3, 12.60
1, 14.00, 3, 14.00
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 11.90, 3, 11.90
1, 11.90, 3, 11.90
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 11.90, 3, 11.90
1, 12.60, 3, 12.60
1, 11.90, 3, 11.90
1, 14.30, 3, 13.00
1, 12.20, 3, 10.90
1, 13.60, 3, 12.30
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 14.30, 3, 13.00
1, 13.30, 3, 13.30
1, 11.20, 3, 11.20
1, 11.90, 3, 11.90
1, 13.30, 3, 13.30
1, 14.00, 3, 14.00
1, 11.90, 3, 11.90
1, 13.60, 3, 12.30
1, 13.30, 3, 13.30
1, 12.20, 3, 10.90
1, 13.30, 3, 13.30
1, 11.50, 3, 10.20
1, 14.00, 3, 14.00
1, 11.20, 3, 11.20
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 11.90, 3, 11.90
1, 13.30, 3, 13.30
1, 13.30, 3, 13.30
1, 10.50, 3, 10.50
1, 14.00, 3, 14.00
1, 12.60, 3, 12.60
1, 12.60, 3, 12.60
1, 11.90, 3, 11.90
1, 12.60, 3, 12.60
1, 14.00, 3, 14.00
1, 11.90, 3, 11.90
1, 13.30, 3, 13.30
1, 11.20, 3, 11.20
1, 12.60, 3, 12.60
1, 13.30, 3, 13.30
1, 12.60, 3, 12.60
1, 13.60, 3, 12.30
1, 12.60, 3, 12.60
1, 14.30, 3, 13.00
1, 10.50, 3, 10.50
1, 14.00, 3, 14.00
1, 11.20, 3, 11.20
1, 11.90, 3, 11.90
2, 13.30, 3, 13.30
2, 11.90, 3, 11.90
2, 12.20, 3, 10.90
2, 12.60, 3, 12.60
2, 11.50, 3, 10.20
2, 11.80, 3, 9.20
2, 9.80, 3, 9.80
2, 11.90, 3, 11.90
2, 11.50, 3, 10.20
2, 9.80, 3, 9.80
2, 11.90, 3, 11.90
2, 12.60, 3, 12.60
2, 12.60, 3, 12.60
2, 12.20, 3, 10.90
2, 9.40, 3, 8.10
2, 11.50, 3, 10.20
2, 13.60, 3, 12.30
2, 11.90, 3, 11.90
2, 9.10, 3, 9.10
2, 13.30, 3, 13.30
2, 10.40, 3, 7.80
2, 11.90, 3, 11.90
2, 13.60, 3, 12.30
2, 12.20, 3, 10.90
2, 9.80, 3, 9.80
2, 12.60, 3, 12.60
2, 10.10, 3, 8.80
2, 12.60, 3, 12.60
2, 10.80, 3, 9.50
2, 12.60, 3, 12.60
2, 12.20, 3, 10.90
2, 13.20, 3, 10.60
2, 11.80, 3, 9.20
2, 10.80, 3, 9.50
2, 12.20, 3, 10.90
2, 12.60, 3, 12.60
2, 11.20, 3, 11.20
2, 11.20, 3, 11.20
2, 11.50, 3, 10.20
2, 10.80, 3, 9.50
2, 11.20, 3, 11.20
2, 10.50, 3, 10.50
2, 13.30, 3, 13.30
2, 11.20, 3, 11.20
2, 13.60, 3, 12.30
2, 12.60, 3, 12.60
2, 11.50, 3, 10.20
2, 9.40, 3, 8.10
2, 14.30, 3, 13.00
2, 11.90, 3, 11.90
2, 11.20, 3, 11.20
2, 11.90, 3, 11.90
2, 13.30, 3, 13.30
2, 12.60, 3, 12.60
2, 9.70, 3, 7.10
2, 11.20, 3, 11.20
2, 11.90, 3, 11.90
2, 12.60, 3, 12.60
2, 12.20, 3, 10.90
2, 11.90, 3, 11.90
2, 12.60, 3, 12.60
2, 11.90, 3, 11.90
2, 12.60, 3, 12.60
2, 12.20, 3, 10.90
2, 11.50, 3, 10.20
2, 12.90, 3, 11.60
2, 11.20, 3, 11.20
2, 11.50, 3, 10.20
2, 12.60, 3, 12.60
2, 12.90, 3, 11.60
2, 11.50, 3, 10.20
2, 11.20, 3, 11.20
2, 12.90, 3, 11.60
2, 12.20, 3, 10.90
2, 11.50, 3, 10.20
2, 11.50, 3, 10.20
2, 12.60, 3, 12.60
2, 11.50, 3, 10.20
2, 9.80, 3, 9.80
2, 11.90, 3, 11.90
2, 9.80, 3, 9.80
2, 10.50, 3, 10.50
2, 9.80, 3, 9.80
2, 11.20, 3, 11.20
2, 9.80, 3, 9.80
2, 10.50, 3, 10.50
2, 11.90, 3, 11.90
2, 11.20, 3, 11.20
2, 11.90, 3, 11.90
2, 12.90, 3, 11.60
2, 11.20, 3, 11.20
2, 12.20, 3, 10.90
2, 12.60, 3, 12.60
2, 10.80, 3, 9.50
2, 11.90, 3, 11.90
2, 11.20, 3, 11.20
2, 11.20, 3, 11.20
2, 11.50, 3, 10.20
2, 11.90, 3, 11.90
2, 11.50, 3, 10.20
3, 11.90, 3, 11.90
3, 11.90, 3, 11.90
3, 10.50, 3, 10.50
3, 9.10, 3, 9.10
3, 10.80, 3, 9.50
3, 11.10, 3, 8.50
3, 10.80, 3, 9.50
3, 9.10, 3, 9.10
3, 12.60, 3, 12.60
3, 11.50, 3, 10.20
3, 10.80, 3, 9.50
3, 10.80, 3, 9.50
3, 7.70, 3, 7.70
3, 13.30, 3, 13.30
3, 8.00, 3, 6.70
3, 9.10, 3, 9.10
3, 10.80, 3, 9.50
3, 11.20, 3, 11.20
3, 11.50, 3, 10.20
3, 10.10, 3, 8.80
3, 10.80, 3, 9.50
3, 12.60, 3, 12.60
3, 11.90, 3, 11.90
3, 10.50, 3, 10.50
3, 10.10, 3, 8.80
3, 8.40, 3, 8.40
3, 9.10, 3, 9.10
3, 9.40, 3, 8.10
3, 10.50, 3, 10.50
3, 9.70, 3, 7.10
3, 9.80, 3, 9.80
3, 7.70, 3, 7.70
3, 9.70, 3, 7.10
3, 11.50, 3, 10.20
3, 10.50, 3, 10.50
3, 9.40, 3, 8.10
3, 13.60, 3, 12.30
3, 10.80, 3, 9.50
3, 11.20, 3, 11.20
3, 10.50, 3, 10.50
3, 11.90, 3, 11.90
3, 8.70, 3, 7.40
3, 10.80, 3, 9.50
3, 11.90, 3, 11.90
3, 10.50, 3, 10.50
3, 10.80, 3, 9.50
3, 8.00, 3, 6.70
3, 7.70, 3, 7.70
3, 6.30, 3, 6.30
3, 12.20, 3, 10.90
3, 10.50, 3, 10.50
3, 10.80, 3, 9.50
3, 10.50, 3, 10.50
3, 11.90, 3, 11.90
3, 9.10, 3, 9.10
3, 10.50, 3, 10.50
3, 12.90, 3, 11.60
3, 11.90, 3, 11.90
3, 12.90, 3, 11.60
3, 10.10, 3, 8.80
3, 8.00, 3, 6.70
3, 9.40, 3, 8.10
3, 11.50, 3, 10.20
3, 8.70, 3, 7.40
3, 12.20, 3, 10.90
3, 12.20, 3, 10.90
3, 11.80, 3, 9.20
3, 10.10, 3, 8.80
3, 11.20, 3, 11.20
3, 11.50, 3, 10.20
3, 9.80, 3, 9.80
3, 10.50, 3, 10.50
3, 11.10, 3, 8.50
3, 11.90, 3, 11.90
3, 11.90, 3, 11.90
3, 10.50, 3, 10.50
3, 9.00, 3, 6.40
